EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Neuroticism,E1(1),E2(-1),E3(1),E4(-1),E5(1),E6(-1),E7(1),E8(-1),E9(1),E10(-1),N1(-1),N2(1),N3(-1),N4(1),N5(-1),N6(-1),N7(-1),N8(-1),N9(-1),N10(-1),A1(-1),A2(1),A3(-1),A4(1),A5(-1),A6(1),A7(-1),A8(1),A9(1),A10(1),C1(1),C2(-1),C3(1),C4(-1),C5(1),C6(-1),C7(1),C8(-1),C9(1),C10(1),O1(1),O2(-1),O3(1),O4(-1),O5(1),O6(-1),O7(1),O8(1),O9(1),O10(1)
496,1,,,,,,3,2,4,3,4,3,3,4,4,3,2,5,3,2,3,3,4,2,1,3,2,4,4,4,3,3,2,4,5,5,4,5,5,5,2,4,4,2,2,4,4,1,5,1,4,1,5,4,5,4
497,1,,,,,,3,3,3,4,2,4,2,3,2,5,4,2,4,4,5,5,4,5,5,4,2,4,5,4,3,4,3,3,4,3,2,4,3,4,3,5,3,3,2,3,5,3,4,3,4,3,4,5,4,4
498,1,,,,,,2,3,3,4,2,3,1,3,2,4,4,3,4,2,3,3,2,2,4,3,5,5,1,5,1,5,1,5,5,5,4,3,5,3,4,1,4,3,5,3,3,2,5,2,3,1,3,3,5,4
499,1,,,,,,3,3,3,3,5,1,5,1,5,5,1,5,3,3,5,2,5,5,1,3,1,3,1,5,1,5,3,3,3,3,1,5,1,5,1,5,5,2,3,4,5,1,5,1,5,1,5,2,4,5
500,1,,,,,,2,4,4,4,3,2,3,5,2,4,2,4,3,4,3,1,2,1,2,1,4,4,2,3,1,1,2,5,1,3,5,3,4,1,4,1,4,1,4,5,3,5,5,4,4,1,4,2,3,3
501,1,,,,,,1,4,1,5,2,3,1,5,1,5,5,1,5,1,4,4,3,4,4,5,1,4,2,5,1,4,2,4,4,4,2,4,3,5,1,4,4,3,2,3,5,2,5,2,2,1,2,4,5,4
502,1,,,,,,3,3,3,3,2,3,1,2,3,4,5,2,5,4,4,5,4,2,5,5,4,4,4,4,2,4,2,3,4,2,2,3,3,4,1,4,4,3,3,3,3,2,2,3,2,5,2,2,5,3
505,1,,,,,,1,4,3,5,2,4,1,5,2,5,4,3,4,1,3,4,3,3,3,3,1,3,1,5,1,5,4,5,5,4,4,3,2,3,2,4,4,3,3,4,5,2,5,2,4,1,5,4,4,5
507,1,,,,,,2,3,3,4,3,4,4,4,2,4,2,5,4,2,2,2,4,2,3,2,2,4,2,4,2,4,2,4,4,3,4,2,4,3,3,3,3,3,3,3,3,3,4,2,2,3,4,3,4,3
508,1,,,,,,2,3,2,4,1,2,2,5,2,4,5,2,5,1,4,5,5,5,5,4,2,1,2,3,2,3,4,2,2,3,1,1,4,4,1,4,4,5,3,2,3,1,4,2,4,2,4,4,4,4
510,1,,,,,,3,3,3,3,3,3,3,4,2,4,5,5,3,4,2,3,3,4,3,3,4,3,2,5,3,5,3,5,5,5,5,2,3,3,4,3,4,3,5,3,4,3,3,3,3,3,4,3,4,3
511,1,,,,,,2,2,3,3,2,1,3,2,1,4,4,1,5,4,2,4,1,1,4,1,1,4,1,4,2,5,1,4,3,4,4,2,5,1,2,1,4,1,3,4,3,1,5,1,4,1,4,2,4,4
513,1,,,,,,1,5,2,5,1,4,1,5,2,5,3,4,4,2,2,3,4,4,3,4,2,3,1,4,2,5,3,4,4,3,2,3,4,3,2,4,2,2,2,3,4,2,5,2,3,1,3,4,4,4
514,1,,,,,,4,2,3,2,4,2,3,2,4,3,4,1,5,3,5,2,3,3,4,3,1,4,4,5,2,4,1,4,4,4,3,4,5,3,2,4,4,2,4,5,4,2,5,2,4,1,4,4,4,4
515,1,,,,,,2,3,4,5,4,3,2,4,3,5,4,3,4,3,3,4,3,3,4,3,2,4,4,4,2,3,3,4,4,3,3,2,4,2,2,2,4,2,3,4,3,1,5,3,4,1,4,4,5,5
516,1,,,,,,1,4,3,3,2,3,1,3,5,4,1,5,3,5,1,1,1,1,1,3,2,3,1,3,4,1,4,3,5,4,3,1,5,1,3,1,4,1,3,5,5,3,5,3,3,1,3,5,5,5
517,1,,,,,,3,1,5,2,5,3,4,3,3,4,3,3,5,3,3,2,2,2,2,1,1,5,1,5,1,4,1,4,3,4,4,3,5,1,3,3,3,2,3,5,5,1,5,1,3,1,3,3,5,5
518,2,,,,,,3,2,2,5,4,2,1,5,1,5,5,4,5,2,3,4,4,4,4,4,1,3,1,5,2,5,3,4,4,4,3,2,3,3,2,1,5,4,4,3,3,4,4,2,4,2,3,2,4,3
520,1,,,,,,1,4,3,3,2,2,3,2,4,4,2,5,4,5,3,1,1,1,2,1,2,3,1,3,2,2,2,4,3,3,4,4,4,2,3,2,4,1,2,4,5,2,2,2,3,4,5,5,3,3
521,1,,,,,,2,2,1,4,4,1,5,5,2,5,2,5,5,1,1,2,5,4,5,5,5,5,5,2,2,2,1,5,1,1,4,5,5,1,1,4,5,1,4,5,5,1,5,1,5,1,5,5,5,5
522,1,,,,,,3,1,5,1,5,1,5,1,5,3,4,3,5,1,2,3,4,4,4,5,1,5,2,4,1,4,1,3,3,5,5,4,3,2,2,5,4,3,4,4,5,2,5,1,4,2,5,5,5,5
523,1,,,,,,2,3,1,5,2,1,3,3,2,5,5,2,5,1,3,3,4,4,4,4,1,4,2,5,1,4,1,5,5,3,4,3,5,5,3,2,3,2,2,4,3,1,5,1,2,1,3,2,5,4
524,1,,,,,,1,4,3,4,3,3,3,4,3,4,2,4,2,2,1,1,2,2,1,2,1,4,1,5,1,4,1,4,4,5,3,4,4,2,1,4,2,2,1,3,4,2,4,2,3,1,4,2,5,3
525,1,,,,,,3,3,4,4,3,4,3,1,1,4,5,4,5,2,4,4,5,3,4,4,1,4,1,5,2,5,2,5,5,4,4,5,5,3,1,2,4,1,5,5,4,2,4,3,5,2,5,3,5,4
526,1,,,,,,4,4,2,4,4,1,4,2,5,4,4,3,4,2,2,2,2,1,2,1,2,5,4,5,1,4,1,4,5,4,5,4,4,2,4,5,4,3,5,4,4,2,5,1,4,1,5,4,2,5
527,1,,,,,,3,3,3,1,4,2,2,3,3,3,4,3,4,2,3,4,3,3,3,3,1,3,4,5,1,4,3,5,5,3,5,3,4,2,5,2,3,1,3,5,5,2,4,2,4,1,5,5,5,4
529,1,,,,,,2,1,4,1,3,1,3,3,4,2,4,2,4,2,4,3,3,1,3,2,1,5,3,5,2,4,1,4,4,2,4,3,3,3,4,3,4,3,4,3,4,2,2,3,4,5,3,4,3,2
530,1,,,,,,4,4,3,3,3,3,3,4,3,4,3,3,4,3,2,3,2,2,3,3,4,4,2,5,2,4,2,4,4,4,4,2,4,3,4,2,4,2,4,4,3,2,4,2,4,2,4,2,4,4
531,1,,,,,,1,3,2,3,4,1,1,4,2,4,3,2,5,1,1,1,1,2,4,4,1,4,4,5,1,2,1,5,4,4,4,1,5,2,4,1,4,1,4,4,5,3,5,1,5,1,5,5,4,4
532,1,,,,,,4,1,4,2,4,1,4,2,5,3,3,4,3,4,2,2,2,2,2,1,1,5,2,5,1,5,1,4,5,4,3,3,4,3,3,5,2,1,2,4,5,1,5,5,3,5,4,4,4,4
533,1,,,,,,1,4,2,3,2,3,2,3,2,5,5,2,5,2,4,5,5,4,5,4,1,4,4,4,2,5,2,3,4,2,4,3,4,4,1,4,4,3,1,4,4,3,4,2,3,2,3,3,4,3
534,1,,,,,,2,3,4,4,3,1,3,4,3,3,4,2,4,2,2,2,3,3,3,2,2,3,2,2,2,2,3,3,4,3,5,1,3,1,3,1,5,1,4,4,3,2,3,2,4,3,4,3,2,4
536,1,,,,,,5,2,3,2,4,3,4,2,5,2,3,5,2,5,5,1,4,3,2,1,5,3,5,1,5,1,3,3,1,3,5,1,5,1,2,3,5,3,3,5,5,3,4,3,5,2,5,5,3,5
538,2,,,,,,1,4,5,4,4,5,2,2,5,4,3,5,4,3,3,1,2,1,4,2,5,4,1,5,2,4,1,5,5,4,5,5,4,3,2,4,4,4,3,4,3,1,5,1,4,1,4,5,3,4
543,2,,,,,,4,2,4,2,4,2,4,2,4,4,4,3,3,3,3,4,3,3,4,3,2,4,2,4,4,4,2,4,4,4,3,2,3,2,4,1,4,4,4,4,4,3,4,3,4,1,3,3,4,4
544,2,,,,,,1,3,2,4,1,4,1,4,1,4,1,4,2,3,1,1,1,1,1,2,5,2,4,1,4,1,4,2,1,2,4,4,4,4,1,4,4,2,4,2,4,2,1,4,1,5,4,4,4,2
546,1,,,,,,2,5,3,4,2,1,2,4,4,5,4,2,3,2,2,3,2,2,3,4,2,4,2,4,2,4,1,4,4,5,3,2,4,3,3,4,3,2,3,5,5,1,4,1,4,2,4,4,5,5
547,1,,,,,,1,5,3,4,2,4,1,4,2,5,4,3,5,3,2,1,3,2,2,2,3,3,4,4,3,3,4,4,4,4,4,2,5,2,3,5,5,3,4,4,5,3,3,3,2,3,4,5,4,2
548,1,,,,,,5,5,5,2,5,1,5,3,5,2,2,5,3,5,3,2,2,4,5,2,2,5,4,2,2,4,2,4,4,2,2,5,3,2,2,3,3,3,4,3,2,2,4,2,5,1,5,4,2,4
549,1,,,,,,1,5,2,5,1,2,1,4,2,5,3,4,5,1,2,2,5,5,2,4,2,2,4,3,2,3,4,2,3,3,2,2,4,4,1,1,5,4,2,2,3,3,3,2,2,5,4,3,5,3
550,1,,,,,,1,5,1,5,1,4,1,5,1,5,4,3,5,3,4,4,2,2,4,4,1,1,3,3,4,4,5,4,2,1,3,1,4,2,3,2,4,2,4,2,3,4,4,2,4,4,3,3,5,4
551,2,,,,,,2,2,4,3,3,2,3,3,4,5,5,3,5,3,4,5,4,3,3,4,3,4,3,3,2,4,2,4,4,3,4,2,4,2,2,4,3,3,5,3,2,3,2,2,3,5,2,3,4,2
554,1,,,,,,1,3,2,5,2,2,2,4,2,5,3,3,3,4,4,3,3,3,2,3,1,3,1,4,2,5,2,4,5,3,2,4,4,4,1,5,2,3,1,2,3,1,5,2,1,2,3,2,5,3
555,1,,,,,,2,4,3,4,3,2,1,5,1,5,1,5,3,3,2,2,3,2,2,3,1,5,3,5,1,3,3,3,4,4,3,3,4,2,3,5,2,2,1,3,5,1,5,1,4,1,5,4,5,4
556,1,,,,,,2,4,2,3,2,4,2,5,2,4,4,2,5,1,5,5,3,3,4,4,3,3,4,3,3,5,4,3,3,3,4,1,4,3,2,3,5,2,3,4,5,5,2,5,3,4,3,4,5,2
558,1,,,,,,4,1,5,3,5,2,4,2,3,5,2,1,2,3,1,2,1,5,3,4,2,5,1,5,2,5,1,3,4,4,5,4,5,3,3,5,1,4,5,4,4,3,4,1,4,1,4,3,2,4
560,1,,,,,,4,1,4,2,4,1,4,2,5,2,4,2,5,2,4,4,4,2,4,2,5,5,3,5,2,5,2,4,5,4,2,2,5,4,2,1,4,2,4,4,3,1,5,1,4,1,5,4,4,5
562,1,,,,,,1,4,2,5,1,1,1,5,1,5,4,4,5,1,1,2,4,3,2,4,1,2,1,4,1,5,2,4,4,5,4,4,5,1,3,1,5,1,3,5,3,1,4,1,5,1,5,2,5,5
564,1,,,,,,5,3,2,3,5,3,3,3,2,4,5,2,5,1,5,5,5,5,5,4,2,5,4,4,1,2,1,2,4,3,4,5,4,5,1,5,2,3,4,5,5,1,5,1,4,1,4,5,4,5
565,1,,,,,,2,5,2,5,3,1,3,5,2,5,3,2,5,2,1,3,5,3,4,4,5,4,3,5,1,3,3,5,4,4,5,2,5,2,5,2,5,1,3,5,4,1,3,1,3,3,5,3,5,4
566,1,,,,,,2,1,5,5,4,3,3,5,3,5,3,3,5,2,4,5,3,3,5,3,1,4,4,5,2,5,2,5,5,4,5,1,5,1,5,1,4,1,4,5,5,1,5,2,5,1,5,4,5,5
567,1,,,,,,4,4,4,5,5,2,5,5,2,5,3,3,3,5,4,3,4,5,2,1,4,5,2,5,2,5,1,5,5,3,4,3,4,2,2,5,4,3,3,2,5,3,5,1,3,1,5,5,5,5
568,1,,,,,,1,3,3,3,2,4,3,3,3,5,5,2,4,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,3,3,2,3,3,3,3,3,1,3,3,3,2,5,3
569,1,,,,,,1,3,1,5,2,3,1,3,5,3,4,1,5,1,5,5,3,4,5,3,5,4,1,5,1,5,2,4,5,4,4,1,5,1,5,1,1,3,5,4,3,5,5,3,3,1,3,2,5,3
571,1,,,,,,1,1,3,4,5,2,1,4,3,5,5,3,4,3,3,5,5,4,4,4,5,5,4,5,3,3,3,4,4,3,3,5,4,3,5,1,5,3,4,3,2,3,3,3,3,2,4,3,4,5
573,1,,,,,,2,4,3,4,2,4,3,4,4,4,3,3,5,2,4,4,4,3,3,4,2,4,3,3,3,3,2,4,3,2,2,2,4,4,2,3,4,3,2,3,3,2,4,2,4,2,4,3,4,4
574,1,,,,,,1,3,4,5,4,4,3,4,1,4,5,3,5,3,4,5,4,2,4,2,5,4,4,2,4,2,2,5,4,3,4,5,5,4,1,4,3,1,5,3,2,3,5,3,3,1,3,2,5,3
575,1,,,,,,4,1,5,2,5,1,5,2,5,1,4,3,5,4,4,4,3,3,4,2,1,5,1,5,2,5,1,4,5,5,2,5,5,5,2,5,3,3,3,3,2,1,5,1,4,1,4,2,5,4
577,1,,,,,,1,5,1,3,1,5,1,4,3,5,5,1,5,1,5,5,5,5,5,5,3,2,1,5,1,5,1,4,5,1,3,4,5,5,2,5,3,1,5,3,5,1,5,1,5,1,5,5,5,5
578,2,,,,,,4,3,4,3,2,3,2,3,4,4,1,5,1,4,1,1,1,1,1,3,4,2,1,3,3,2,3,3,3,2,5,3,5,1,2,1,3,3,2,4,4,1,4,3,4,2,4,4,5,3
579,1,,,,,,3,2,4,1,2,1,3,1,5,4,2,2,4,4,2,2,3,2,3,2,2,5,2,2,2,4,2,4,4,3,4,1,4,2,4,1,5,2,3,5,3,3,4,1,4,2,4,2,3,4
580,1,,,,,,1,4,2,5,1,4,1,5,1,5,2,1,4,5,1,2,1,1,1,1,2,3,2,3,2,3,4,4,3,1,4,2,4,2,3,4,4,2,4,4,1,2,3,2,4,3,4,1,5,3
581,1,,,,,,5,3,4,1,5,2,5,3,4,3,4,3,5,3,3,4,2,1,3,4,4,5,1,3,3,5,1,3,5,5,3,3,3,3,3,3,2,3,4,3,2,2,3,2,3,3,4,1,4,3
582,1,,,,,,5,3,5,4,5,2,5,1,5,4,4,3,4,3,3,4,3,3,4,3,1,5,4,4,1,5,1,3,5,4,5,5,4,3,3,3,5,3,4,3,4,2,5,1,5,1,5,3,4,5
584,1,,,,,,3,2,5,4,5,1,2,2,5,5,2,1,5,3,5,5,1,5,5,3,5,4,1,5,1,5,1,5,5,3,5,3,2,5,5,4,1,3,5,3,4,2,5,1,5,1,4,3,5,5
585,1,,,,,,4,3,1,4,1,2,1,4,3,5,5,2,4,2,4,5,5,5,5,4,3,1,3,2,5,2,5,3,3,4,3,1,4,3,3,3,4,2,4,4,5,3,5,3,5,1,4,4,3,4
586,1,,,,,,3,3,5,2,4,1,4,3,5,4,3,2,3,1,2,3,5,5,3,5,1,4,2,4,1,5,2,3,4,5,4,4,3,3,2,4,3,1,3,5,2,2,4,4,4,2,4,2,3,4
587,1,,,,,,2,1,2,2,3,2,1,4,5,5,4,2,5,3,2,4,5,2,5,1,5,5,5,2,1,3,2,4,3,1,4,4,5,5,1,3,5,2,5,3,2,3,5,1,5,1,5,3,5,5
590,1,,,,,,4,1,5,1,5,1,5,2,5,1,4,5,4,2,3,1,2,2,2,2,1,5,2,5,1,5,1,5,4,4,4,5,4,3,4,1,2,1,2,5,4,1,5,1,5,1,5,4,4,5
591,1,,,,,,1,3,2,4,1,3,1,4,2,4,5,2,5,1,4,4,2,2,4,5,2,1,4,3,2,2,5,3,3,2,2,2,3,5,3,3,4,2,3,3,4,1,5,1,3,1,4,4,5,5
592,1,,,,,,1,3,3,3,4,2,1,2,5,4,2,4,2,2,3,3,4,4,4,4,1,4,1,2,2,2,4,4,4,2,2,2,3,2,1,2,4,3,2,4,4,2,5,2,5,2,2,2,5,5
593,1,,,,,,4,1,5,3,4,2,4,3,3,2,3,3,4,3,2,3,3,3,2,2,5,5,1,4,1,4,2,4,4,4,4,3,4,2,3,2,4,2,3,4,5,2,3,2,3,2,5,3,3,4
595,1,,,,,,5,5,1,5,1,5,1,1,5,5,1,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,1,1,5,1,5,1,5,5,5,5
597,1,,,,,,2,3,3,4,5,2,3,2,4,2,5,3,5,1,4,4,4,4,4,5,2,4,2,4,1,4,1,5,4,3,4,2,5,3,1,3,4,4,3,3,3,2,5,2,4,1,4,3,5,4
599,1,,,,,,3,1,4,4,4,2,3,2,5,4,2,4,3,3,1,1,2,2,2,2,1,5,2,5,1,1,2,5,4,3,4,3,5,2,2,3,4,3,4,3,5,2,3,1,4,3,5,4,5,2
600,1,,,,,,3,5,2,3,2,1,2,2,5,5,2,2,2,1,2,4,2,1,1,5,5,1,1,3,2,2,2,2,2,4,3,4,5,4,2,3,5,4,3,1,3,2,4,3,5,1,5,3,4,5
601,1,,,,,,3,2,4,2,4,3,4,2,4,4,3,4,3,4,4,2,4,4,2,4,4,2,3,4,2,4,3,2,4,4,3,5,2,4,2,2,3,3,3,4,4,4,2,2,3,3,2,3,4,2
602,1,,,,,,3,1,5,2,5,1,4,2,4,3,1,4,1,5,3,2,1,1,2,1,2,5,2,4,2,2,2,4,4,3,3,4,3,3,2,3,3,2,2,4,5,2,2,3,3,2,4,1,3,2
604,2,,,,,,2,3,2,3,2,2,1,3,3,4,5,2,5,1,3,4,3,3,4,5,3,4,2,2,2,3,3,4,3,2,5,1,5,2,5,1,5,1,5,5,5,2,5,3,5,1,5,4,5,5
605,3,,,,,,1,5,1,4,4,2,1,4,1,4,2,4,2,5,2,1,2,1,1,1,3,2,3,2,3,3,3,4,2,4,3,5,4,1,2,4,3,2,1,3,5,4,4,4,3,1,4,4,4,4
606,1,,,,,,4,1,3,4,5,1,5,1,5,1,5,4,5,1,5,5,4,3,4,3,4,5,1,4,1,5,1,5,5,5,3,1,4,4,5,3,2,1,4,1,4,2,5,1,4,1,4,1,4,4
608,1,,,,,,2,4,4,4,3,4,2,2,4,4,4,4,5,4,4,5,2,2,4,2,4,4,4,5,2,4,2,3,5,3,4,2,4,4,2,3,3,4,4,2,3,3,5,2,3,2,3,2,5,2
611,1,,,,,,2,4,4,4,3,4,3,4,4,4,4,4,5,2,4,4,2,2,4,2,4,4,4,5,2,4,2,4,5,4,4,4,5,4,2,2,3,4,4,4,3,4,4,4,3,3,3,2,5,3
612,1,,,,,,1,5,3,5,3,5,1,3,5,3,2,4,2,4,4,5,3,3,5,4,2,5,1,5,1,5,3,1,5,5,5,1,5,2,5,1,5,2,5,5,2,2,5,1,5,1,5,1,5,5
613,1,,,,,,3,1,4,3,4,1,3,1,4,4,2,1,2,2,2,1,1,1,2,1,2,5,1,5,1,5,1,5,5,5,3,2,5,1,4,4,5,1,5,5,4,1,5,1,4,1,4,3,5,5
614,1,,,,,,3,2,4,3,4,2,2,4,4,4,2,3,4,2,1,2,5,4,3,5,4,4,4,2,3,4,3,2,2,2,4,2,5,2,1,5,2,2,4,4,5,1,4,1,4,2,5,5,5,5
615,1,,,,,,3,2,3,3,3,2,3,3,3,3,4,2,4,3,2,3,3,3,3,2,3,3,2,3,3,2,3,4,4,3,5,5,5,4,2,3,5,3,2,3,5,1,5,1,4,1,5,4,5,5
616,1,,,,,,2,4,2,3,4,1,4,4,2,4,5,1,5,2,4,5,4,4,4,5,3,3,4,4,3,2,3,3,3,2,3,2,4,1,4,2,5,2,4,4,5,2,5,2,5,1,4,5,5,5
618,2,,,,,,5,3,5,3,5,1,5,1,5,1,1,5,1,5,1,1,1,5,1,5,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,5
620,1,,,,,,1,5,2,5,3,5,3,5,5,4,3,2,4,3,1,4,2,2,3,2,2,5,4,3,4,3,2,2,3,2,2,1,4,1,2,5,4,2,2,4,3,3,3,2,4,1,2,4,5,4
621,1,,,,,,3,5,1,5,1,1,1,5,1,5,1,5,5,5,1,1,1,1,1,1,5,5,5,5,5,1,5,1,5,1,5,1,5,1,3,1,5,1,5,5,5,5,5,5,3,3,5,5,5,4
622,1,,,,,,2,4,3,4,2,2,2,4,2,4,2,3,3,3,3,2,2,2,2,2,2,5,2,3,2,3,2,3,4,3,3,3,3,2,2,4,3,3,2,4,4,1,4,2,4,1,3,3,5,4
623,1,,,,,,3,2,5,3,5,2,4,4,5,2,2,2,4,4,2,2,2,2,4,2,2,4,2,4,2,4,2,3,4,5,3,1,3,2,3,1,4,1,4,3,2,2,4,2,4,2,2,1,4,4
624,3,,,,,,1,2,3,3,4,2,2,4,1,3,4,4,5,2,4,2,4,4,5,3,2,3,4,4,2,3,3,4,4,4,1,4,4,4,2,3,1,3,2,5,5,3,4,3,5,1,4,5,3,5
625,1,,,,,,2,2,3,3,5,2,5,3,4,3,2,2,3,2,3,2,4,2,2,4,3,5,4,2,3,3,2,2,2,3,4,3,5,2,5,2,4,2,3,4,5,1,5,1,5,1,5,5,5,5
626,1,,,,,,1,3,3,5,3,3,1,5,1,5,4,3,5,2,2,3,2,2,2,2,1,5,1,5,2,5,1,5,4,3,3,2,5,3,4,2,4,1,3,4,3,2,5,3,3,1,4,1,4,3
630,1,,,,,,3,2,4,2,3,1,2,2,4,4,2,4,3,2,2,1,2,1,2,2,3,4,1,4,2,4,3,2,5,4,5,1,5,1,4,1,4,1,4,5,4,4,3,3,4,3,4,3,4,3
631,1,,,,,,3,4,4,3,3,4,3,3,4,5,5,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,2,3,4,3,4,3,3,3,3,5,3,3,2,4,3,5,3,2,3,4,4,2,3,3
632,2,,,,,,2,3,2,4,2,2,2,3,4,5,5,2,5,2,3,4,4,4,3,3,1,5,1,5,2,5,2,4,5,3,3,3,4,3,4,1,3,2,3,3,5,1,5,2,3,1,4,4,5,3
634,1,,,,,,3,4,4,3,4,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,4,4,3,3,4,3,4,3,4,3,3,4,2,3,3
635,1,,,,,,4,3,5,2,5,1,4,1,4,3,1,5,4,5,4,1,3,2,2,1,2,4,3,4,2,3,2,4,4,4,3,2,4,2,3,2,3,2,3,3,5,1,5,2,5,1,5,4,4,5
638,1,,,,,,2,4,3,4,1,3,1,2,5,5,3,2,4,3,2,3,5,4,4,3,4,4,5,2,4,3,5,3,2,2,4,2,4,1,2,4,3,3,4,4,3,1,4,1,4,2,4,4,4,2
639,1,,,,,,2,1,4,2,4,2,3,3,2,4,5,2,5,1,3,5,5,5,5,5,2,5,3,3,2,3,3,3,3,5,2,3,5,1,3,3,3,1,5,4,5,2,5,1,4,1,5,5,5,5
641,1,,,,,,1,2,2,3,2,3,3,5,1,5,5,2,4,2,5,4,3,4,4,5,4,2,3,2,4,2,4,3,4,2,3,1,4,1,2,1,3,1,4,4,1,5,1,1,1,5,1,1,5,1
643,1,,,,,,3,3,4,3,4,3,4,5,3,5,3,3,4,3,4,3,1,2,4,2,1,4,1,5,2,5,2,4,4,4,5,1,4,2,5,2,5,2,5,4,4,4,3,4,4,4,4,2,4,4
644,1,,,,,,2,4,5,4,2,2,1,1,4,5,3,4,4,3,4,2,4,4,4,2,1,5,1,5,2,5,2,5,5,2,4,2,5,1,2,2,5,1,5,4,4,1,5,1,5,1,5,2,5,5
645,1,,,,,,5,2,3,1,4,2,2,3,4,5,3,3,2,2,2,3,5,5,4,3,4,3,3,3,3,4,4,4,3,4,5,1,4,2,4,2,4,1,4,3,5,2,4,4,5,2,5,4,5,4
647,1,,,,,,2,5,3,4,4,2,2,2,4,5,3,3,4,3,3,2,2,4,3,2,1,4,4,2,3,1,3,4,2,2,5,4,4,4,1,3,3,4,4,3,4,2,5,2,5,1,5,4,3,4
648,2,,,,,,1,3,1,5,1,3,1,5,1,5,5,1,5,1,4,4,2,4,4,5,1,5,3,4,2,3,3,4,3,4,3,4,3,4,1,4,2,3,2,3,3,3,1,1,2,5,2,2,3,2
649,1,,,,,,3,3,5,3,5,3,4,3,5,1,2,4,5,4,4,2,3,2,2,3,4,4,1,4,3,3,1,4,3,4,4,1,5,2,4,2,4,3,4,4,4,1,5,2,4,2,4,2,4,4
650,1,,,,,,3,1,3,3,5,3,5,2,5,2,4,4,5,5,5,5,3,2,5,2,1,5,1,4,1,5,1,4,5,5,2,5,3,2,5,5,3,1,5,4,5,3,5,4,5,1,3,4,5,5
652,1,,,,,,2,4,3,4,3,3,3,5,2,5,3,3,4,3,2,3,3,5,3,3,3,4,3,5,1,4,1,4,4,3,4,1,4,3,3,3,4,3,3,3,4,1,4,3,3,3,4,3,4,3
653,1,,,,,,2,3,3,4,3,3,3,4,2,5,4,2,4,2,4,4,4,4,4,4,2,4,1,4,2,4,2,4,4,5,3,4,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,4,3
655,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
656,1,,,,,,3,4,5,3,5,3,2,4,4,4,4,3,3,3,4,3,4,4,4,3,5,2,1,5,3,3,1,3,4,4,5,3,4,1,5,4,3,4,3,4,3,3,4,4,3,2,3,2,4,3
657,1,,,,,,1,5,2,5,2,2,1,5,1,4,4,4,5,5,4,4,4,4,4,4,3,4,1,2,2,5,1,3,2,2,4,5,4,4,2,5,2,4,4,4,2,4,5,2,3,2,4,1,4,4
659,1,,,,,,1,4,3,4,1,4,1,4,1,4,5,3,4,2,5,5,5,5,4,5,4,3,3,4,2,3,2,3,4,3,2,5,4,4,1,5,2,5,3,4,3,4,5,2,2,2,3,3,3,3
661,2,,,,,,2,3,3,3,4,1,2,4,2,4,5,2,5,1,5,4,4,2,2,4,1,5,1,5,1,5,1,5,5,4,2,4,5,2,1,4,3,2,3,3,4,1,5,1,5,1,4,3,5,5
662,1,,,,,,1,1,5,1,5,1,1,5,5,1,1,4,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,1,5
663,1,,,,,,4,1,5,2,5,1,5,2,4,2,2,4,3,3,2,1,2,1,2,2,2,5,1,4,1,4,2,5,4,5,3,1,5,1,4,1,4,1,3,3,5,1,5,1,4,1,5,4,4,5
664,1,,,,,,3,2,4,2,4,2,3,4,5,3,4,4,3,4,3,2,2,2,3,3,2,4,1,3,3,3,3,3,4,4,4,1,4,2,5,1,5,2,5,3,2,3,4,3,4,1,4,2,4,5
665,1,,,,,,2,5,1,4,1,5,1,5,1,5,5,3,3,5,5,5,5,5,5,5,2,1,2,2,5,4,5,3,1,2,3,4,5,4,2,5,5,3,2,3,2,5,5,1,4,1,4,2,4,4
666,1,,,,,,1,4,1,3,2,2,1,4,4,5,5,1,4,1,2,3,5,5,3,5,4,2,3,4,2,3,3,4,4,3,4,5,5,2,1,3,2,1,3,5,4,1,5,1,2,1,5,5,5,5
667,1,,,,,,3,5,3,5,2,5,1,2,2,5,5,1,5,1,5,4,3,4,1,3,2,4,1,3,5,5,2,3,1,4,5,4,2,1,5,4,2,3,1,3,5,5,4,1,5,5,5,4,1,1
669,1,,,,,,5,1,5,1,5,1,5,1,5,1,1,3,4,3,5,3,1,3,5,3,3,4,2,3,3,5,1,3,5,5,1,5,1,5,1,5,1,3,1,1,4,3,5,3,5,1,5,4,5,5
