,EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
367,491,1,,,,,,1,3,3,4,2,2,2,4,2,4,3,3,4,3,3,1,3,2,3,2,1,4,1,4,1,3,1,4,4,2,2,4,4,3,1,2,3,-4,2,3,5,1,5,1,4,1,4,4,5,5
368,492,1,,,,,,3,3,5,2,5,2,3,4,3,3,2,4,2,5,3,2,2,1,3,1,2,4,1,5,3,5,2,4,3,4,3,4,4,2,2,3,4,-3,3,3,5,1,5,1,4,1,4,4,5,5
369,493,2,,,,,,2,4,1,5,2,4,1,5,3,4,3,2,4,4,4,3,2,1,5,2,5,2,4,1,5,1,5,1,1,1,4,1,4,1,3,1,5,-4,3,3,4,2,3,3,2,3,4,2,5,3
370,494,1,,,,,,1,4,5,4,2,5,5,1,5,5,4,1,1,1,1,1,1,4,1,1,1,5,1,5,1,5,1,2,5,5,5,4,4,1,2,1,1,-1,5,5,3,2,5,1,4,1,3,1,5,2
371,495,1,,,,,,4,1,5,2,4,1,5,2,3,2,5,3,4,3,2,4,4,4,4,3,1,1,1,5,1,5,1,5,5,4,3,2,4,2,2,3,4,-1,4,3,3,3,5,1,3,1,4,3,3,4
372,496,1,,,,,,3,2,4,3,4,3,3,4,4,3,2,5,3,2,3,3,4,2,1,3,2,4,4,4,3,3,2,4,5,5,4,5,5,5,2,4,4,-2,2,4,4,1,5,1,4,1,5,4,5,4
373,497,1,,,,,,3,3,3,4,2,4,2,3,2,5,4,2,4,4,5,5,4,5,5,4,2,4,5,4,3,4,3,3,4,3,2,4,3,4,3,5,3,-3,2,3,5,3,4,3,4,3,4,5,4,4
374,498,1,,,,,,2,3,3,4,2,3,1,3,2,4,4,3,4,2,3,3,2,2,4,3,5,5,1,5,1,5,1,5,5,5,4,3,5,3,4,1,4,-3,5,3,3,2,5,2,3,1,3,3,5,4
375,499,1,,,,,,3,3,3,3,5,1,5,1,5,5,1,5,3,3,5,2,5,5,1,3,1,3,1,5,1,5,3,3,3,3,1,5,1,5,1,5,5,-2,3,4,5,1,5,1,5,1,5,2,4,5
376,500,1,,,,,,2,4,4,4,3,2,3,5,2,4,2,4,3,4,3,1,2,1,2,1,4,4,2,3,1,1,2,5,1,3,5,3,4,1,4,1,4,-1,4,5,3,5,5,4,4,1,4,2,3,3
377,501,1,,,,,,1,4,1,5,2,3,1,5,1,5,5,1,5,1,4,4,3,4,4,5,1,4,2,5,1,4,2,4,4,4,2,4,3,5,1,4,4,-3,2,3,5,2,5,2,2,1,2,4,5,4
378,502,1,,,,,,3,3,3,3,2,3,1,2,3,4,5,2,5,4,4,5,4,2,5,5,4,4,4,4,2,4,2,3,4,2,2,3,3,4,1,4,4,-3,3,3,3,2,2,3,2,5,2,2,5,3
379,505,1,,,,,,1,4,3,5,2,4,1,5,2,5,4,3,4,1,3,4,3,3,3,3,1,3,1,5,1,5,4,5,5,4,4,3,2,3,2,4,4,-3,3,4,5,2,5,2,4,1,5,4,4,5
380,507,1,,,,,,2,3,3,4,3,4,4,4,2,4,2,5,4,2,2,2,4,2,3,2,2,4,2,4,2,4,2,4,4,3,4,2,4,3,3,3,3,-3,3,3,3,3,4,2,2,3,4,3,4,3
381,508,1,,,,,,2,3,2,4,1,2,2,5,2,4,5,2,5,1,4,5,5,5,5,4,2,1,2,3,2,3,4,2,2,3,1,1,4,4,1,4,4,-5,3,2,3,1,4,2,4,2,4,4,4,4
382,510,1,,,,,,3,3,3,3,3,3,3,4,2,4,5,5,3,4,2,3,3,4,3,3,4,3,2,5,3,5,3,5,5,5,5,2,3,3,4,3,4,-3,5,3,4,3,3,3,3,3,4,3,4,3
383,511,1,,,,,,2,2,3,3,2,1,3,2,1,4,4,1,5,4,2,4,1,1,4,1,1,4,1,4,2,5,1,4,3,4,4,2,5,1,2,1,4,-1,3,4,3,1,5,1,4,1,4,2,4,4
384,513,1,,,,,,1,5,2,5,1,4,1,5,2,5,3,4,4,2,2,3,4,4,3,4,2,3,1,4,2,5,3,4,4,3,2,3,4,3,2,4,2,-2,2,3,4,2,5,2,3,1,3,4,4,4
385,514,1,,,,,,4,2,3,2,4,2,3,2,4,3,4,1,5,3,5,2,3,3,4,3,1,4,4,5,2,4,1,4,4,4,3,4,5,3,2,4,4,-2,4,5,4,2,5,2,4,1,4,4,4,4
386,515,1,,,,,,2,3,4,5,4,3,2,4,3,5,4,3,4,3,3,4,3,3,4,3,2,4,4,4,2,3,3,4,4,3,3,2,4,2,2,2,4,-2,3,4,3,1,5,3,4,1,4,4,5,5
387,516,1,,,,,,1,4,3,3,2,3,1,3,5,4,1,5,3,5,1,1,1,1,1,3,2,3,1,3,4,1,4,3,5,4,3,1,5,1,3,1,4,-1,3,5,5,3,5,3,3,1,3,5,5,5
388,517,1,,,,,,3,1,5,2,5,3,4,3,3,4,3,3,5,3,3,2,2,2,2,1,1,5,1,5,1,4,1,4,3,4,4,3,5,1,3,3,3,-2,3,5,5,1,5,1,3,1,3,3,5,5
389,518,2,,,,,,3,2,2,5,4,2,1,5,1,5,5,4,5,2,3,4,4,4,4,4,1,3,1,5,2,5,3,4,4,4,3,2,3,3,2,1,5,-4,4,3,3,4,4,2,4,2,3,2,4,3
390,520,1,,,,,,1,4,3,3,2,2,3,2,4,4,2,5,4,5,3,1,1,1,2,1,2,3,1,3,2,2,2,4,3,3,4,4,4,2,3,2,4,-1,2,4,5,2,2,2,3,4,5,5,3,3
391,521,1,,,,,,2,2,1,4,4,1,5,5,2,5,2,5,5,1,1,2,5,4,5,5,5,5,5,2,2,2,1,5,1,1,4,5,5,1,1,4,5,-1,4,5,5,1,5,1,5,1,5,5,5,5
392,522,1,,,,,,3,1,5,1,5,1,5,1,5,3,4,3,5,1,2,3,4,4,4,5,1,5,2,4,1,4,1,3,3,5,5,4,3,2,2,5,4,-3,4,4,5,2,5,1,4,2,5,5,5,5
393,523,1,,,,,,2,3,1,5,2,1,3,3,2,5,5,2,5,1,3,3,4,4,4,4,1,4,2,5,1,4,1,5,5,3,4,3,5,5,3,2,3,-2,2,4,3,1,5,1,2,1,3,2,5,4
394,524,1,,,,,,1,4,3,4,3,3,3,4,3,4,2,4,2,2,1,1,2,2,1,2,1,4,1,5,1,4,1,4,4,5,3,4,4,2,1,4,2,-2,1,3,4,2,4,2,3,1,4,2,5,3
395,525,1,,,,,,3,3,4,4,3,4,3,1,1,4,5,4,5,2,4,4,5,3,4,4,1,4,1,5,2,5,2,5,5,4,4,5,5,3,1,2,4,-1,5,5,4,2,4,3,5,2,5,3,5,4
396,526,1,,,,,,4,4,2,4,4,1,4,2,5,4,4,3,4,2,2,2,2,1,2,1,2,5,4,5,1,4,1,4,5,4,5,4,4,2,4,5,4,-3,5,4,4,2,5,1,4,1,5,4,2,5
397,527,1,,,,,,3,3,3,1,4,2,2,3,3,3,4,3,4,2,3,4,3,3,3,3,1,3,4,5,1,4,3,5,5,3,5,3,4,2,5,2,3,-1,3,5,5,2,4,2,4,1,5,5,5,4
398,529,1,,,,,,2,1,4,1,3,1,3,3,4,2,4,2,4,2,4,3,3,1,3,2,1,5,3,5,2,4,1,4,4,2,4,3,3,3,4,3,4,-3,4,3,4,2,2,3,4,5,3,4,3,2
399,530,1,,,,,,4,4,3,3,3,3,3,4,3,4,3,3,4,3,2,3,2,2,3,3,4,4,2,5,2,4,2,4,4,4,4,2,4,3,4,2,4,-2,4,4,3,2,4,2,4,2,4,2,4,4
400,531,1,,,,,,1,3,2,3,4,1,1,4,2,4,3,2,5,1,1,1,1,2,4,4,1,4,4,5,1,2,1,5,4,4,4,1,5,2,4,1,4,-1,4,4,5,3,5,1,5,1,5,5,4,4
401,532,1,,,,,,4,1,4,2,4,1,4,2,5,3,3,4,3,4,2,2,2,2,2,1,1,5,2,5,1,5,1,4,5,4,3,3,4,3,3,5,2,-1,2,4,5,1,5,5,3,5,4,4,4,4
402,533,1,,,,,,1,4,2,3,2,3,2,3,2,5,5,2,5,2,4,5,5,4,5,4,1,4,4,4,2,5,2,3,4,2,4,3,4,4,1,4,4,-3,1,4,4,3,4,2,3,2,3,3,4,3
403,534,1,,,,,,2,3,4,4,3,1,3,4,3,3,4,2,4,2,2,2,3,3,3,2,2,3,2,2,2,2,3,3,4,3,5,1,3,1,3,1,5,-1,4,4,3,2,3,2,4,3,4,3,2,4
404,536,1,,,,,,5,2,3,2,4,3,4,2,5,2,3,5,2,5,5,1,4,3,2,1,5,3,5,1,5,1,3,3,1,3,5,1,5,1,2,3,5,-3,3,5,5,3,4,3,5,2,5,5,3,5
405,538,2,,,,,,1,4,5,4,4,5,2,2,5,4,3,5,4,3,3,1,2,1,4,2,5,4,1,5,2,4,1,5,5,4,5,5,4,3,2,4,4,-4,3,4,3,1,5,1,4,1,4,5,3,4
406,543,2,,,,,,4,2,4,2,4,2,4,2,4,4,4,3,3,3,3,4,3,3,4,3,2,4,2,4,4,4,2,4,4,4,3,2,3,2,4,1,4,-4,4,4,4,3,4,3,4,1,3,3,4,4
407,544,2,,,,,,1,3,2,4,1,4,1,4,1,4,1,4,2,3,1,1,1,1,1,2,5,2,4,1,4,1,4,2,1,2,4,4,4,4,1,4,4,-2,4,2,4,2,1,4,1,5,4,4,4,2
408,546,1,,,,,,2,5,3,4,2,1,2,4,4,5,4,2,3,2,2,3,2,2,3,4,2,4,2,4,2,4,1,4,4,5,3,2,4,3,3,4,3,-2,3,5,5,1,4,1,4,2,4,4,5,5
409,547,1,,,,,,1,5,3,4,2,4,1,4,2,5,4,3,5,3,2,1,3,2,2,2,3,3,4,4,3,3,4,4,4,4,4,2,5,2,3,5,5,-3,4,4,5,3,3,3,2,3,4,5,4,2
410,548,1,,,,,,5,5,5,2,5,1,5,3,5,2,2,5,3,5,3,2,2,4,5,2,2,5,4,2,2,4,2,4,4,2,2,5,3,2,2,3,3,-3,4,3,2,2,4,2,5,1,5,4,2,4
411,549,1,,,,,,1,5,2,5,1,2,1,4,2,5,3,4,5,1,2,2,5,5,2,4,2,2,4,3,2,3,4,2,3,3,2,2,4,4,1,1,5,-4,2,2,3,3,3,2,2,5,4,3,5,3
412,550,1,,,,,,1,5,1,5,1,4,1,5,1,5,4,3,5,3,4,4,2,2,4,4,1,1,3,3,4,4,5,4,2,1,3,1,4,2,3,2,4,-2,4,2,3,4,4,2,4,4,3,3,5,4
413,551,2,,,,,,2,2,4,3,3,2,3,3,4,5,5,3,5,3,4,5,4,3,3,4,3,4,3,3,2,4,2,4,4,3,4,2,4,2,2,4,3,-3,5,3,2,3,2,2,3,5,2,3,4,2
414,554,1,,,,,,1,3,2,5,2,2,2,4,2,5,3,3,3,4,4,3,3,3,2,3,1,3,1,4,2,5,2,4,5,3,2,4,4,4,1,5,2,-3,1,2,3,1,5,2,1,2,3,2,5,3
415,555,1,,,,,,2,4,3,4,3,2,1,5,1,5,1,5,3,3,2,2,3,2,2,3,1,5,3,5,1,3,3,3,4,4,3,3,4,2,3,5,2,-2,1,3,5,1,5,1,4,1,5,4,5,4
416,556,1,,,,,,2,4,2,3,2,4,2,5,2,4,4,2,5,1,5,5,3,3,4,4,3,3,4,3,3,5,4,3,3,3,4,1,4,3,2,3,5,-2,3,4,5,5,2,5,3,4,3,4,5,2
417,558,1,,,,,,4,1,5,3,5,2,4,2,3,5,2,1,2,3,1,2,1,5,3,4,2,5,1,5,2,5,1,3,4,4,5,4,5,3,3,5,1,-4,5,4,4,3,4,1,4,1,4,3,2,4
418,560,1,,,,,,4,1,4,2,4,1,4,2,5,2,4,2,5,2,4,4,4,2,4,2,5,5,3,5,2,5,2,4,5,4,2,2,5,4,2,1,4,-2,4,4,3,1,5,1,4,1,5,4,4,5
419,562,1,,,,,,1,4,2,5,1,1,1,5,1,5,4,4,5,1,1,2,4,3,2,4,1,2,1,4,1,5,2,4,4,5,4,4,5,1,3,1,5,-1,3,5,3,1,4,1,5,1,5,2,5,5
420,564,1,,,,,,5,3,2,3,5,3,3,3,2,4,5,2,5,1,5,5,5,5,5,4,2,5,4,4,1,2,1,2,4,3,4,5,4,5,1,5,2,-3,4,5,5,1,5,1,4,1,4,5,4,5
421,565,1,,,,,,2,5,2,5,3,1,3,5,2,5,3,2,5,2,1,3,5,3,4,4,5,4,3,5,1,3,3,5,4,4,5,2,5,2,5,2,5,-1,3,5,4,1,3,1,3,3,5,3,5,4
422,566,1,,,,,,2,1,5,5,4,3,3,5,3,5,3,3,5,2,4,5,3,3,5,3,1,4,4,5,2,5,2,5,5,4,5,1,5,1,5,1,4,-1,4,5,5,1,5,2,5,1,5,4,5,5
423,567,1,,,,,,4,4,4,5,5,2,5,5,2,5,3,3,3,5,4,3,4,5,2,1,4,5,2,5,2,5,1,5,5,3,4,3,4,2,2,5,4,-3,3,2,5,3,5,1,3,1,5,5,5,5
424,568,1,,,,,,1,3,3,3,2,4,3,3,3,5,5,2,4,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,3,3,-2,3,3,3,3,3,1,3,3,3,2,5,3
425,569,1,,,,,,1,3,1,5,2,3,1,3,5,3,4,1,5,1,5,5,3,4,5,3,5,4,1,5,1,5,2,4,5,4,4,1,5,1,5,1,1,-3,5,4,3,5,5,3,3,1,3,2,5,3
426,571,1,,,,,,1,1,3,4,5,2,1,4,3,5,5,3,4,3,3,5,5,4,4,4,5,5,4,5,3,3,3,4,4,3,3,5,4,3,5,1,5,-3,4,3,2,3,3,3,3,2,4,3,4,5
427,573,1,,,,,,2,4,3,4,2,4,3,4,4,4,3,3,5,2,4,4,4,3,3,4,2,4,3,3,3,3,2,4,3,2,2,2,4,4,2,3,4,-3,2,3,3,2,4,2,4,2,4,3,4,4
428,574,1,,,,,,1,3,4,5,4,4,3,4,1,4,5,3,5,3,4,5,4,2,4,2,5,4,4,2,4,2,2,5,4,3,4,5,5,4,1,4,3,-1,5,3,2,3,5,3,3,1,3,2,5,3
429,575,1,,,,,,4,1,5,2,5,1,5,2,5,1,4,3,5,4,4,4,3,3,4,2,1,5,1,5,2,5,1,4,5,5,2,5,5,5,2,5,3,-3,3,3,2,1,5,1,4,1,4,2,5,4
430,577,1,,,,,,1,5,1,3,1,5,1,4,3,5,5,1,5,1,5,5,5,5,5,5,3,2,1,5,1,5,1,4,5,1,3,4,5,5,2,5,3,-1,5,3,5,1,5,1,5,1,5,5,5,5
431,578,2,,,,,,4,3,4,3,2,3,2,3,4,4,1,5,1,4,1,1,1,1,1,3,4,2,1,3,3,2,3,3,3,2,5,3,5,1,2,1,3,-3,2,4,4,1,4,3,4,2,4,4,5,3
432,579,1,,,,,,3,2,4,1,2,1,3,1,5,4,2,2,4,4,2,2,3,2,3,2,2,5,2,2,2,4,2,4,4,3,4,1,4,2,4,1,5,-2,3,5,3,3,4,1,4,2,4,2,3,4
433,580,1,,,,,,1,4,2,5,1,4,1,5,1,5,2,1,4,5,1,2,1,1,1,1,2,3,2,3,2,3,4,4,3,1,4,2,4,2,3,4,4,-2,4,4,1,2,3,2,4,3,4,1,5,3
434,581,1,,,,,,5,3,4,1,5,2,5,3,4,3,4,3,5,3,3,4,2,1,3,4,4,5,1,3,3,5,1,3,5,5,3,3,3,3,3,3,2,-3,4,3,2,2,3,2,3,3,4,1,4,3
435,582,1,,,,,,5,3,5,4,5,2,5,1,5,4,4,3,4,3,3,4,3,3,4,3,1,5,4,4,1,5,1,3,5,4,5,5,4,3,3,3,5,-3,4,3,4,2,5,1,5,1,5,3,4,5
436,584,1,,,,,,3,2,5,4,5,1,2,2,5,5,2,1,5,3,5,5,1,5,5,3,5,4,1,5,1,5,1,5,5,3,5,3,2,5,5,4,1,-3,5,3,4,2,5,1,5,1,4,3,5,5
437,585,1,,,,,,4,3,1,4,1,2,1,4,3,5,5,2,4,2,4,5,5,5,5,4,3,1,3,2,5,2,5,3,3,4,3,1,4,3,3,3,4,-2,4,4,5,3,5,3,5,1,4,4,3,4
438,586,1,,,,,,3,3,5,2,4,1,4,3,5,4,3,2,3,1,2,3,5,5,3,5,1,4,2,4,1,5,2,3,4,5,4,4,3,3,2,4,3,-1,3,5,2,2,4,4,4,2,4,2,3,4
439,587,1,,,,,,2,1,2,2,3,2,1,4,5,5,4,2,5,3,2,4,5,2,5,1,5,5,5,2,1,3,2,4,3,1,4,4,5,5,1,3,5,-2,5,3,2,3,5,1,5,1,5,3,5,5
440,590,1,,,,,,4,1,5,1,5,1,5,2,5,1,4,5,4,2,3,1,2,2,2,2,1,5,2,5,1,5,1,5,4,4,4,5,4,3,4,1,2,-1,2,5,4,1,5,1,5,1,5,4,4,5
441,591,1,,,,,,1,3,2,4,1,3,1,4,2,4,5,2,5,1,4,4,2,2,4,5,2,1,4,3,2,2,5,3,3,2,2,2,3,5,3,3,4,-2,3,3,4,1,5,1,3,1,4,4,5,5
442,592,1,,,,,,1,3,3,3,4,2,1,2,5,4,2,4,2,2,3,3,4,4,4,4,1,4,1,2,2,2,4,4,4,2,2,2,3,2,1,2,4,-3,2,4,4,2,5,2,5,2,2,2,5,5
443,593,1,,,,,,4,1,5,3,4,2,4,3,3,2,3,3,4,3,2,3,3,3,2,2,5,5,1,4,1,4,2,4,4,4,4,3,4,2,3,2,4,-2,3,4,5,2,3,2,3,2,5,3,3,4
444,595,1,,,,,,5,5,1,5,1,5,1,1,5,5,1,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,-5,1,5,1,1,5,1,5,1,5,5,5,5
445,597,1,,,,,,2,3,3,4,5,2,3,2,4,2,5,3,5,1,4,4,4,4,4,5,2,4,2,4,1,4,1,5,4,3,4,2,5,3,1,3,4,-4,3,3,3,2,5,2,4,1,4,3,5,4
446,599,1,,,,,,3,1,4,4,4,2,3,2,5,4,2,4,3,3,1,1,2,2,2,2,1,5,2,5,1,1,2,5,4,3,4,3,5,2,2,3,4,-3,4,3,5,2,3,1,4,3,5,4,5,2
447,600,1,,,,,,3,5,2,3,2,1,2,2,5,5,2,2,2,1,2,4,2,1,1,5,5,1,1,3,2,2,2,2,2,4,3,4,5,4,2,3,5,-4,3,1,3,2,4,3,5,1,5,3,4,5
448,601,1,,,,,,3,2,4,2,4,3,4,2,4,4,3,4,3,4,4,2,4,4,2,4,4,2,3,4,2,4,3,2,4,4,3,5,2,4,2,2,3,-3,3,4,4,4,2,2,3,3,2,3,4,2
449,602,1,,,,,,3,1,5,2,5,1,4,2,4,3,1,4,1,5,3,2,1,1,2,1,2,5,2,4,2,2,2,4,4,3,3,4,3,3,2,3,3,-2,2,4,5,2,2,3,3,2,4,1,3,2
450,604,2,,,,,,2,3,2,3,2,2,1,3,3,4,5,2,5,1,3,4,3,3,4,5,3,4,2,2,2,3,3,4,3,2,5,1,5,2,5,1,5,-1,5,5,5,2,5,3,5,1,5,4,5,5
451,605,3,,,,,,1,5,1,4,4,2,1,4,1,4,2,4,2,5,2,1,2,1,1,1,3,2,3,2,3,3,3,4,2,4,3,5,4,1,2,4,3,-2,1,3,5,4,4,4,3,1,4,4,4,4
452,606,1,,,,,,4,1,3,4,5,1,5,1,5,1,5,4,5,1,5,5,4,3,4,3,4,5,1,4,1,5,1,5,5,5,3,1,4,4,5,3,2,-1,4,1,4,2,5,1,4,1,4,1,4,4
453,608,1,,,,,,2,4,4,4,3,4,2,2,4,4,4,4,5,4,4,5,2,2,4,2,4,4,4,5,2,4,2,3,5,3,4,2,4,4,2,3,3,-4,4,2,3,3,5,2,3,2,3,2,5,2
454,611,1,,,,,,2,4,4,4,3,4,3,4,4,4,4,4,5,2,4,4,2,2,4,2,4,4,4,5,2,4,2,4,5,4,4,4,5,4,2,2,3,-4,4,4,3,4,4,4,3,3,3,2,5,3
455,612,1,,,,,,1,5,3,5,3,5,1,3,5,3,2,4,2,4,4,5,3,3,5,4,2,5,1,5,1,5,3,1,5,5,5,1,5,2,5,1,5,-2,5,5,2,2,5,1,5,1,5,1,5,5
456,613,1,,,,,,3,1,4,3,4,1,3,1,4,4,2,1,2,2,2,1,1,1,2,1,2,5,1,5,1,5,1,5,5,5,3,2,5,1,4,4,5,-1,5,5,4,1,5,1,4,1,4,3,5,5
457,614,1,,,,,,3,2,4,3,4,2,2,4,4,4,2,3,4,2,1,2,5,4,3,5,4,4,4,2,3,4,3,2,2,2,4,2,5,2,1,5,2,-2,4,4,5,1,4,1,4,2,5,5,5,5
458,615,1,,,,,,3,2,3,3,3,2,3,3,3,3,4,2,4,3,2,3,3,3,3,2,3,3,2,3,3,2,3,4,4,3,5,5,5,4,2,3,5,-3,2,3,5,1,5,1,4,1,5,4,5,5
459,616,1,,,,,,2,4,2,3,4,1,4,4,2,4,5,1,5,2,4,5,4,4,4,5,3,3,4,4,3,2,3,3,3,2,3,2,4,1,4,2,5,-2,4,4,5,2,5,2,5,1,4,5,5,5
460,618,2,,,,,,5,3,5,3,5,1,5,1,5,1,1,5,1,5,1,1,1,5,1,5,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,-1,5,5,5,1,5,1,5,1,5,1,5,5
461,620,1,,,,,,1,5,2,5,3,5,3,5,5,4,3,2,4,3,1,4,2,2,3,2,2,5,4,3,4,3,2,2,3,2,2,1,4,1,2,5,4,-2,2,4,3,3,3,2,4,1,2,4,5,4
462,621,1,,,,,,3,5,1,5,1,1,1,5,1,5,1,5,5,5,1,1,1,1,1,1,5,5,5,5,5,1,5,1,5,1,5,1,5,1,3,1,5,-1,5,5,5,5,5,5,3,3,5,5,5,4
463,622,1,,,,,,2,4,3,4,2,2,2,4,2,4,2,3,3,3,3,2,2,2,2,2,2,5,2,3,2,3,2,3,4,3,3,3,3,2,2,4,3,-3,2,4,4,1,4,2,4,1,3,3,5,4
464,623,1,,,,,,3,2,5,3,5,2,4,4,5,2,2,2,4,4,2,2,2,2,4,2,2,4,2,4,2,4,2,3,4,5,3,1,3,2,3,1,4,-1,4,3,2,2,4,2,4,2,2,1,4,4
465,624,3,,,,,,1,2,3,3,4,2,2,4,1,3,4,4,5,2,4,2,4,4,5,3,2,3,4,4,2,3,3,4,4,4,1,4,4,4,2,3,1,-3,2,5,5,3,4,3,5,1,4,5,3,5
466,625,1,,,,,,2,2,3,3,5,2,5,3,4,3,2,2,3,2,3,2,4,2,2,4,3,5,4,2,3,3,2,2,2,3,4,3,5,2,5,2,4,-2,3,4,5,1,5,1,5,1,5,5,5,5
467,626,1,,,,,,1,3,3,5,3,3,1,5,1,5,4,3,5,2,2,3,2,2,2,2,1,5,1,5,2,5,1,5,4,3,3,2,5,3,4,2,4,-1,3,4,3,2,5,3,3,1,4,1,4,3
468,630,1,,,,,,3,2,4,2,3,1,2,2,4,4,2,4,3,2,2,1,2,1,2,2,3,4,1,4,2,4,3,2,5,4,5,1,5,1,4,1,4,-1,4,5,4,4,3,3,4,3,4,3,4,3
469,631,1,,,,,,3,4,4,3,3,4,3,3,4,5,5,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,2,3,4,3,4,3,3,3,3,5,3,-3,2,4,3,5,3,2,3,4,4,2,3,3
470,632,2,,,,,,2,3,2,4,2,2,2,3,4,5,5,2,5,2,3,4,4,4,3,3,1,5,1,5,2,5,2,4,5,3,3,3,4,3,4,1,3,-2,3,3,5,1,5,2,3,1,4,4,5,3
471,634,1,,,,,,3,4,4,3,4,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,4,4,-3,3,4,3,4,3,4,3,3,4,2,3,3
472,635,1,,,,,,4,3,5,2,5,1,4,1,4,3,1,5,4,5,4,1,3,2,2,1,2,4,3,4,2,3,2,4,4,4,3,2,4,2,3,2,3,-2,3,3,5,1,5,2,5,1,5,4,4,5
473,638,1,,,,,,2,4,3,4,1,3,1,2,5,5,3,2,4,3,2,3,5,4,4,3,4,4,5,2,4,3,5,3,2,2,4,2,4,1,2,4,3,-3,4,4,3,1,4,1,4,2,4,4,4,2
474,639,1,,,,,,2,1,4,2,4,2,3,3,2,4,5,2,5,1,3,5,5,5,5,5,2,5,3,3,2,3,3,3,3,5,2,3,5,1,3,3,3,-1,5,4,5,2,5,1,4,1,5,5,5,5
475,641,1,,,,,,1,2,2,3,2,3,3,5,1,5,5,2,4,2,5,4,3,4,4,5,4,2,3,2,4,2,4,3,4,2,3,1,4,1,2,1,3,-1,4,4,1,5,1,1,1,5,1,1,5,1
476,643,1,,,,,,3,3,4,3,4,3,4,5,3,5,3,3,4,3,4,3,1,2,4,2,1,4,1,5,2,5,2,4,4,4,5,1,4,2,5,2,5,-2,5,4,4,4,3,4,4,4,4,2,4,4
477,644,1,,,,,,2,4,5,4,2,2,1,1,4,5,3,4,4,3,4,2,4,4,4,2,1,5,1,5,2,5,2,5,5,2,4,2,5,1,2,2,5,-1,5,4,4,1,5,1,5,1,5,2,5,5
478,645,1,,,,,,5,2,3,1,4,2,2,3,4,5,3,3,2,2,2,3,5,5,4,3,4,3,3,3,3,4,4,4,3,4,5,1,4,2,4,2,4,-1,4,3,5,2,4,4,5,2,5,4,5,4
479,647,1,,,,,,2,5,3,4,4,2,2,2,4,5,3,3,4,3,3,2,2,4,3,2,1,4,4,2,3,1,3,4,2,2,5,4,4,4,1,3,3,-4,4,3,4,2,5,2,5,1,5,4,3,4
480,648,2,,,,,,1,3,1,5,1,3,1,5,1,5,5,1,5,1,4,4,2,4,4,5,1,5,3,4,2,3,3,4,3,4,3,4,3,4,1,4,2,-3,2,3,3,3,1,1,2,5,2,2,3,2
481,649,1,,,,,,3,3,5,3,5,3,4,3,5,1,2,4,5,4,4,2,3,2,2,3,4,4,1,4,3,3,1,4,3,4,4,1,5,2,4,2,4,-3,4,4,4,1,5,2,4,2,4,2,4,4
482,650,1,,,,,,3,1,3,3,5,3,5,2,5,2,4,4,5,5,5,5,3,2,5,2,1,5,1,4,1,5,1,4,5,5,2,5,3,2,5,5,3,-1,5,4,5,3,5,4,5,1,3,4,5,5
483,652,1,,,,,,2,4,3,4,3,3,3,5,2,5,3,3,4,3,2,3,3,5,3,3,3,4,3,5,1,4,1,4,4,3,4,1,4,3,3,3,4,-3,3,3,4,1,4,3,3,3,4,3,4,3
484,653,1,,,,,,2,3,3,4,3,3,3,4,2,5,4,2,4,2,4,4,4,4,4,4,2,4,1,4,2,4,2,4,4,5,3,4,3,3,3,4,4,-3,4,3,4,3,3,3,3,3,3,3,4,3
485,655,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1
486,656,1,,,,,,3,4,5,3,5,3,2,4,4,4,4,3,3,3,4,3,4,4,4,3,5,2,1,5,3,3,1,3,4,4,5,3,4,1,5,4,3,-4,3,4,3,3,4,4,3,2,3,2,4,3
487,657,1,,,,,,1,5,2,5,2,2,1,5,1,4,4,4,5,5,4,4,4,4,4,4,3,4,1,2,2,5,1,3,2,2,4,5,4,4,2,5,2,-4,4,4,2,4,5,2,3,2,4,1,4,4
488,659,1,,,,,,1,4,3,4,1,4,1,4,1,4,5,3,4,2,5,5,5,5,4,5,4,3,3,4,2,3,2,3,4,3,2,5,4,4,1,5,2,-5,3,4,3,4,5,2,2,2,3,3,3,3
489,661,2,,,,,,2,3,3,3,4,1,2,4,2,4,5,2,5,1,5,4,4,2,2,4,1,5,1,5,1,5,1,5,5,4,2,4,5,2,1,4,3,-2,3,3,4,1,5,1,5,1,4,3,5,5
