EmployeeNumber,Age,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_Yes
1551,24,23,14,16,13,-10,350,21,2,1,3,57,2,1,1,2296,10036,0,14,3,2,80,3,2,3,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1552,40,12,14,5,13,-30,1142,8,2,1,4,72,3,2,4,4069,8841,3,18,3,3,80,0,8,2,3,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1553,45,18,9,-8,14,-20,538,1,4,1,1,66,3,3,2,7441,20933,1,12,3,1,80,3,10,4,3,10,8,7,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1554,35,7,11,-20,-8,-13,1402,28,4,1,2,98,2,1,3,2430,26204,0,23,4,1,80,2,6,5,3,5,3,4,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1555,32,16,9,6,15,-8,824,5,2,1,4,67,2,2,2,5878,15624,3,12,3,1,80,1,12,2,3,7,1,2,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1556,36,26,12,0,18,-12,1157,2,4,1,3,70,3,1,4,2644,17001,3,21,4,4,80,0,7,3,2,3,2,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1557,48,18,9,2,19,-15,492,16,4,1,3,96,3,2,3,6439,13693,8,14,3,3,80,1,18,2,3,8,7,7,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1558,29,16,16,-17,17,-29,598,9,3,1,3,91,4,1,3,2451,22376,6,18,3,1,80,2,5,2,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1560,33,9,8,11,24,-17,1242,8,4,1,1,46,3,2,1,6392,10589,2,13,3,4,80,1,8,6,1,2,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1562,30,19,8,-16,1,-24,740,1,3,1,2,64,2,2,1,9714,5323,1,11,3,4,80,1,10,4,3,10,8,6,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1563,38,13,13,5,19,-14,888,10,4,1,3,71,3,2,3,6077,14814,3,11,3,3,80,0,10,2,3,6,3,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1564,35,7,22,7,12,-10,992,1,3,1,4,68,2,1,1,2450,21731,1,19,3,2,80,0,3,3,3,3,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1568,30,15,9,-2,16,-16,1288,29,4,1,3,33,3,3,2,9250,17799,3,12,3,2,80,1,9,3,3,4,2,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1569,35,17,7,7,14,-15,104,2,3,1,1,69,3,1,1,2074,26619,1,12,3,4,80,1,1,2,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1572,53,24,4,12,17,-36,607,2,5,1,3,78,2,3,4,10169,14618,0,16,3,2,80,1,34,4,3,33,7,1,9,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1573,38,18,13,6,21,-7,903,2,3,1,3,81,3,2,2,4855,7653,4,11,3,1,80,2,7,2,3,5,2,1,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1574,32,25,11,-14,25,-28,1200,1,4,1,4,62,3,2,1,4087,25174,4,14,3,2,80,1,9,3,2,6,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1576,48,31,5,6,21,-7,1108,15,4,1,3,65,3,1,1,2367,16530,8,12,3,4,80,1,10,3,2,8,2,7,6,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1577,34,17,3,11,15,-20,479,7,4,1,1,35,3,1,4,2972,22061,1,13,3,3,80,0,1,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1578,55,25,12,5,24,-29,685,26,5,1,3,60,2,5,4,19586,23037,1,21,4,3,80,1,36,3,3,36,6,2,13,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1580,34,28,1,5,20,-25,1351,1,4,1,2,45,3,2,4,5484,13008,9,17,3,2,80,1,9,3,2,2,2,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1581,26,32,5,-1,22,-34,474,3,3,1,1,89,3,1,4,2061,11133,1,21,4,1,80,0,1,5,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1582,38,21,14,-4,21,-17,1245,14,3,1,3,80,3,2,2,9924,12355,0,11,3,4,80,1,10,3,3,9,8,7,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1583,38,31,3,13,10,-7,437,16,3,1,2,90,3,2,2,4198,16379,2,12,3,2,80,0,8,5,4,3,2,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1585,36,20,7,-5,20,-16,884,1,4,1,2,73,3,2,3,6815,21447,6,13,3,1,80,0,15,5,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1586,29,21,6,-1,11,-14,1370,3,1,1,2,87,3,1,1,4723,16213,1,18,3,4,80,0,10,3,3,10,9,1,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1587,35,26,20,15,22,-16,670,10,4,1,1,51,3,2,3,6142,4223,3,16,3,3,80,0,10,4,3,5,2,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
1588,39,30,8,6,20,-15,1462,6,3,1,4,38,4,3,3,8237,4658,2,11,3,1,80,1,11,3,3,7,6,7,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1590,29,24,20,12,23,-2,995,2,1,1,1,87,3,2,4,8853,24483,1,19,3,4,80,1,6,0,4,6,4,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1591,50,27,1,6,19,-32,264,9,3,1,3,59,3,5,3,19331,19519,4,16,3,3,80,1,27,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1592,23,23,0,5,15,-17,977,10,3,1,4,45,4,1,3,2073,12826,2,16,3,4,80,1,4,2,3,2,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1594,36,15,9,4,14,-23,1302,6,4,1,1,80,4,2,1,5562,19711,3,13,3,4,80,1,9,3,3,3,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1595,42,6,11,1,10,-32,1059,9,2,1,4,93,2,5,4,19613,26362,8,22,4,4,80,0,24,2,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1596,35,20,-3,10,15,-11,750,28,3,1,2,46,4,2,3,3407,25348,1,17,3,4,80,2,10,3,2,10,9,6,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1597,34,13,12,-7,16,-23,653,10,4,1,4,92,2,2,3,5063,15332,1,14,3,2,80,1,8,3,2,8,2,7,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1598,40,27,6,10,10,-28,118,14,2,1,4,84,3,2,1,4639,11262,1,15,3,3,80,1,5,2,3,5,4,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1599,43,31,13,-12,22,-22,990,27,3,1,4,87,4,1,2,4876,5855,5,12,3,3,80,1,8,0,3,6,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1601,35,28,12,-8,10,-17,1349,7,2,1,3,63,2,1,4,2690,7713,1,18,3,4,80,1,1,5,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1602,46,18,7,2,26,-26,563,1,4,1,4,56,4,4,1,17567,3156,1,15,3,2,80,0,27,5,1,26,0,0,12,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1604,28,24,-4,-6,9,-33,329,24,3,1,3,51,3,1,2,2408,7324,1,17,3,3,80,3,1,3,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1605,22,29,14,14,23,-15,457,26,2,1,2,85,2,1,3,2814,10293,1,14,3,2,80,0,4,2,2,4,2,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1606,50,16,6,11,26,-28,1234,20,5,1,2,41,3,4,3,11245,20689,2,15,3,3,80,1,32,3,3,30,8,12,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
1607,32,20,5,-13,-7,-21,634,5,4,1,2,35,4,1,4,3312,18783,3,17,3,4,80,2,6,3,3,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1608,44,21,1,-11,19,-28,1313,7,3,1,2,31,3,5,4,19049,3549,0,14,3,4,80,1,23,4,2,22,7,1,10,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
1609,30,19,8,6,18,-21,241,7,3,1,2,48,2,1,2,2141,5348,1,12,3,2,80,1,6,3,2,6,4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1611,45,5,12,14,-3,-28,1015,5,5,1,3,50,1,2,1,5769,23447,1,14,3,1,80,0,10,3,3,10,7,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1612,45,13,8,-16,14,-24,336,26,3,1,1,52,2,2,1,4385,24162,1,15,3,1,80,1,10,2,3,10,7,4,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1613,31,26,1,-14,-7,-17,715,2,4,1,4,54,3,2,1,5332,21602,7,13,3,4,80,0,10,3,3,5,2,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1614,36,19,14,-8,16,-14,559,12,4,1,3,76,3,2,3,4663,12421,9,12,3,2,80,2,7,2,3,3,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1615,34,13,6,-16,21,-24,426,10,4,1,3,42,4,2,4,4724,17000,1,13,3,1,80,1,9,3,3,9,7,7,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1617,49,29,20,-2,16,0,722,25,4,1,3,84,3,1,1,3211,22102,1,14,3,4,80,1,10,3,2,9,6,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1618,39,7,1,-5,18,-21,1387,10,5,1,2,76,3,2,1,5377,3835,2,13,3,4,80,3,10,3,3,7,7,7,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1619,27,26,12,-15,7,-15,1302,19,3,1,4,67,2,1,1,4066,16290,1,11,3,1,80,2,7,3,3,7,7,0,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1621,35,17,8,3,18,-15,819,18,5,1,2,48,4,2,1,5208,26312,1,11,3,4,80,0,16,2,3,16,15,1,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1622,28,19,18,-2,5,-7,580,27,3,1,2,39,1,2,1,4877,20460,0,21,4,2,80,1,6,5,2,5,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1623,21,20,0,-10,13,-20,546,5,1,1,3,97,3,1,4,3117,26009,1,18,3,3,80,0,3,2,3,2,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1624,18,31,9,20,12,-17,544,3,2,1,2,70,3,1,4,1569,18420,1,12,3,3,80,0,0,2,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1625,47,20,7,-1,18,-12,1176,26,4,1,4,98,3,5,3,19658,5220,3,11,3,3,80,1,27,2,3,5,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1627,39,15,10,-1,18,-22,170,3,2,1,3,76,2,2,3,3069,10302,0,15,3,4,80,1,11,3,3,10,8,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1628,40,21,-2,6,20,-8,884,15,3,1,1,80,2,3,3,10435,25800,1,13,3,4,80,2,18,2,3,18,15,14,12,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1630,35,13,6,-1,20,-14,208,8,4,1,3,52,3,2,3,4148,12250,1,12,3,4,80,1,15,5,3,14,11,2,9,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1631,37,13,5,-8,15,-14,671,19,3,1,3,85,3,2,3,5768,26493,3,17,3,1,80,3,9,2,2,4,3,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1633,39,20,15,-1,14,-26,711,4,3,1,1,81,3,2,3,5042,3140,0,13,3,4,80,0,10,2,1,9,2,3,8,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1635,45,27,17,1,19,-9,1329,2,2,1,4,59,2,2,4,5770,5388,1,19,3,1,80,2,10,3,3,10,7,3,9,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1638,38,21,17,6,18,-9,397,2,2,1,4,54,2,3,3,7756,14199,3,19,3,4,80,1,10,6,4,5,4,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1639,35,5,-3,-8,5,-33,737,10,3,1,4,55,2,3,1,10306,21530,9,17,3,3,80,0,15,3,3,13,12,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1640,37,14,6,3,19,-18,1470,10,3,1,2,71,3,1,2,3936,9953,1,11,3,1,80,1,8,2,1,8,4,7,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1641,40,32,6,4,25,-15,448,16,3,1,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,2,4,2,3,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1642,44,25,13,-5,11,-31,602,1,5,1,1,37,3,2,4,5743,10503,4,11,3,3,80,0,14,3,3,10,7,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1644,48,9,2,-11,11,-19,365,4,5,1,3,89,2,4,4,15202,5602,2,25,4,2,80,1,23,3,3,2,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1645,35,29,19,9,14,-21,763,15,2,1,1,59,1,2,4,5440,22098,6,14,3,4,80,2,7,2,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1646,24,26,6,-6,15,-21,567,2,1,1,1,32,3,1,4,3760,17218,1,13,3,3,80,0,6,2,3,6,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1647,27,20,4,-3,10,-20,486,8,3,1,2,86,4,1,3,3517,22490,7,17,3,1,80,0,5,0,3,3,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1648,27,22,16,1,12,-12,591,2,3,1,4,87,3,1,4,2580,6297,2,13,3,3,80,0,6,0,2,4,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1649,40,15,12,1,10,-12,1329,7,3,1,1,73,3,1,1,2166,3339,3,14,3,2,80,0,10,3,1,4,2,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1650,29,24,25,2,21,-3,469,10,3,1,3,42,2,2,3,5869,23413,9,11,3,3,80,0,8,2,3,5,2,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1651,36,18,20,1,18,-7,711,5,4,1,2,42,3,3,1,8008,22792,4,12,3,3,80,2,9,6,3,3,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1653,25,29,-4,-19,22,-24,772,2,1,1,4,77,4,2,3,5206,4973,1,17,3,3,80,2,7,6,3,7,7,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1654,39,23,19,-20,9,-36,492,12,3,1,4,66,3,2,2,5295,7693,4,21,4,3,80,0,7,3,3,5,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1655,49,18,7,-6,19,-13,301,22,4,1,1,72,3,4,2,16413,3498,3,16,3,2,80,2,27,2,3,4,2,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1656,50,19,17,-7,24,-10,813,17,5,1,4,50,2,3,1,13269,21981,5,15,3,3,80,3,19,3,3,14,11,1,11,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1657,20,19,14,-1,11,-14,1141,2,3,1,3,31,3,1,3,2783,13251,1,19,3,1,80,0,2,3,3,2,2,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1658,34,25,4,6,25,-28,1130,3,3,1,4,66,3,2,2,5433,19332,1,12,3,3,80,1,11,2,3,11,8,7,9,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1659,36,30,17,-1,-1,-2,311,7,3,1,1,77,3,1,2,2013,10950,2,11,3,3,80,0,15,4,3,4,3,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1661,49,30,16,-17,12,-20,465,6,1,1,3,41,2,4,3,13966,11652,2,19,3,2,80,1,30,3,3,15,11,2,12,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
1662,36,21,10,4,22,-17,894,1,4,1,4,33,2,2,3,4374,15411,0,15,3,3,80,0,4,6,3,3,2,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1664,36,17,4,-4,24,-23,1040,3,2,1,4,79,4,2,1,6842,26308,6,20,4,1,80,1,13,3,3,5,4,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1665,54,16,15,0,10,-25,584,22,5,1,2,91,3,4,3,17426,18685,3,25,4,3,80,1,36,6,3,10,8,4,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1666,43,19,6,-4,9,-23,1291,15,2,1,3,65,2,4,3,17603,3525,1,24,4,1,80,1,14,3,3,14,10,6,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1667,35,25,10,5,23,-23,880,12,4,1,4,36,3,2,4,4581,10414,3,24,4,1,80,0,13,2,4,11,9,6,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1668,38,16,14,9,13,-17,1189,1,3,1,4,90,3,2,4,4735,9867,7,15,3,4,80,2,19,4,4,13,11,2,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1669,29,21,11,15,21,-21,991,5,3,1,1,43,2,2,2,4187,3356,1,13,3,2,80,1,10,3,2,10,0,0,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1670,33,23,4,1,20,-33,392,2,4,1,4,93,3,2,4,5505,3921,1,14,3,3,80,2,6,5,3,6,2,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1671,32,27,1,5,18,-9,977,2,3,1,4,45,3,2,2,5470,25518,0,13,3,3,80,2,10,4,2,9,5,1,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1673,31,18,6,-1,7,-11,1112,5,4,1,1,67,3,2,4,5476,22589,1,11,3,1,80,2,10,2,3,10,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1674,49,12,15,-1,11,-11,464,16,3,1,4,74,3,1,1,2587,24941,4,16,3,2,80,1,17,2,2,2,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1675,38,25,13,11,18,0,148,2,3,1,4,42,2,1,2,2440,23826,1,22,4,2,80,0,4,3,3,4,3,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1676,47,10,1,-19,10,-17,1225,2,4,1,2,47,4,4,2,15972,21086,6,14,3,3,80,3,29,2,3,3,2,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1677,49,13,5,7,20,-11,809,1,3,1,3,36,3,4,3,15379,22384,4,14,3,1,80,0,23,2,3,8,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1678,41,32,18,-9,1,-12,1206,23,2,1,4,80,3,3,3,7082,11591,3,16,3,4,80,0,21,2,3,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1680,20,13,7,-3,18,-28,727,9,1,1,4,54,3,1,1,2728,21082,1,11,3,1,80,0,2,3,3,2,2,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1681,33,19,2,-3,16,-11,530,16,3,1,3,36,3,2,4,5368,16130,1,25,4,3,80,1,7,2,3,6,5,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1682,36,15,12,5,10,-13,1351,26,4,1,1,80,3,2,3,5347,7419,6,14,3,2,80,2,10,2,2,3,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1683,44,24,11,6,15,-13,528,1,3,1,3,44,3,1,4,3195,4167,4,18,3,1,80,3,8,2,3,2,2,2,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1684,23,23,2,1,16,-19,1320,8,1,1,4,93,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1687,38,22,13,2,19,-11,1495,4,2,1,4,87,3,1,3,3306,26176,7,19,3,4,80,1,7,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1689,53,12,10,8,18,-14,1395,24,4,1,2,48,4,3,4,7005,3458,3,15,3,3,80,0,11,2,3,4,3,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1691,48,26,10,3,25,-19,708,7,2,1,4,95,3,1,3,2655,11740,2,11,3,3,80,2,19,3,3,9,7,7,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1692,32,25,11,-2,10,-15,1259,2,4,1,4,95,3,1,2,1393,24852,1,12,3,1,80,0,1,2,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
