,EmployeeNumber,race,age,English,gender,hand,source,country,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
15122,,Caucasian (European),32,1,3,1,1,US,,,,,,1.0,2,2.0,1,4.0,1,2.0,1,1.0,2.0,3,2.0,2,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4,4.0,4,5.0,4,4.0,4,4,4,4,2.0,4,4.0,1,2.0,3,4.0,3,4,4,4.0,5,5.0,5,5.0,4,4,5,5
15123,,North East Asian,14,1,1,1,2,US,,,,,,1.0,2,1.0,1,1.0,1,1.0,1,1.0,5.0,5,5.0,5,5.0,5.0,4.0,5.0,2.0,5.0,2.0,1,4.0,4,2.0,2,1.0,3,1,2,3,2.0,4,2.0,1,2.0,3,5.0,1,3,5,5.0,4,5.0,4,5.0,5,5,5,4
15124,,Caucasian (European),64,1,0,1,1,VI,,,,,,4.0,5,4.0,4,4.0,4,4.0,3,5.0,4.0,4,4.0,3,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5,5.0,5,5.0,5,5.0,5,5,5,2,4.0,3,3.0,2,3.0,2,4.0,2,2,4,4.0,4,4.0,3,5.0,4,3,5,4
15125,,Caucasian (Middle East),14,1,0,1,1,NZ,,,,,,3.0,3,3.0,5,4.0,2,2.0,4,4.0,2.0,3,1.0,2,3.0,5.0,3.0,3.0,3.0,2.0,5.0,5,2.0,5,5.0,2,5.0,5,5,4,3,2.0,4,3.0,2,3.0,2,3.0,3,2,5,5.0,4,5.0,4,4.0,4,4,4,4
15126,,Mixed Race,18,1,0,1,1,CA,,,,,,2.0,1,1.0,1,3.0,1,2.0,2,1.0,2.0,2,2.0,1,3.0,3.0,4.0,2.0,1.0,2.0,3.0,2,2.0,2,2.0,2,2.0,2,3,3,3,4.0,4,4.0,5,4.0,5,4.0,5,4,4,5.0,5,5.0,3,5.0,3,3,5,4
15127,,Mixed Race,17,1,0,1,1,US,,,,,,4.0,5,2.0,4,4.0,1,1.0,3,1.0,2.0,3,3.0,5,4.0,3.0,1.0,4.0,2.0,5.0,4.0,4,3.0,4,1.0,3,5.0,4,3,3,5,5.0,3,5.0,5,5.0,5,5.0,5,5,5,4.0,2,5.0,4,2.0,5,2,4,3
15128,,Caucasian (European),15,1,0,0,2,US,,,,,,5.0,4,4.0,3,5.0,3,5.0,5,2.0,4.0,3,1.0,2,3.0,2.0,1.0,2.0,1.0,2.0,5.0,5,3.0,5,5.0,4,5.0,4,5,4,2,1.0,5,2.0,4,1.0,5,2.0,4,4,2,2.0,5,5.0,4,5.0,3,1,5,4
15129,,Caucasian (European),60,1,1,1,1,US,,,,,,4.0,5,4.0,5,4.0,5,3.0,4,4.0,2.0,4,2.0,1,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5,5.0,4,5.0,4,5.0,4,4,5,4,5.0,4,4.0,2,3.0,5,5.0,4,4,3,4.0,4,2.0,5,5.0,5,2,5,5
15130,,Caucasian (European),58,1,0,1,1,US,,,,,,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,1,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3,5.0,5,3.0,3,3.0,3,3,3,1,3.0,5,1.0,1,1.0,5,3.0,1,5,1,1.0,3,1.0,1,1.0,3,1,3,1
15131,,Mixed Race,23,1,0,1,2,US,,,,,,4.0,4,4.0,5,4.0,4,2.0,5,4.0,4.0,4,2.0,4,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5,4.0,5,4.0,5,4.0,4,5,4,4,2.0,4,5.0,2,4.0,4,5.0,4,4,4,5.0,4,5.0,4,4.0,5,4,4,4
15132,,Caucasian (European),17,1,1,2,1,US,,,,,,3.0,2,2.0,5,5.0,3,1.0,4,1.0,1.0,2,2.0,2,4.0,3.0,3.0,3.0,2.0,2.0,5.0,4,5.0,5,5.0,5,5.0,5,5,4,4,1.0,5,3.0,3,1.0,5,3.0,3,5,5,5.0,5,5.0,5,5.0,5,5,5,5
15133,,Mixed Race,18,0,0,1,1,CO,,,,,,2.0,1,2.0,2,3.0,2,1.0,5,1.0,1.0,1,1.0,4,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2.0,3,4.0,3,4.0,3,3,4,2,4.0,5,3.0,3,2.0,3,5.0,5,3,3,3.0,5,4.0,2,4.0,4,2,5,4
15134,,Caucasian (Indian),16,1,0,1,1,US,,,,,,5.0,5,5.0,5,5.0,5,1.0,5,3.0,4.0,5,2.0,5,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5,4.0,5,5.0,5,5.0,4,5,5,4,1.0,5,4.0,3,1.0,5,3.0,5,5,5,3.0,5,5.0,5,5.0,4,3,5,5
15135,,Mixed Race,19,0,0,0,1,MX,,,,,,5.0,5,3.0,2,4.0,5,4.0,4,1.0,1.0,5,3.0,2,2.0,2.0,1.0,2.0,2.0,4.0,3.0,4,1.0,5,4.0,4,4.0,3,4,5,3,3.0,4,4.0,2,1.0,4,3.0,1,4,4,2.0,2,2.0,4,3.0,3,3,4,2
15136,,Caucasian (European),20,1,1,1,1,US,,,,,,3.0,2,5.0,1,5.0,2,5.0,5,1.0,1.0,1,1.0,3,5.0,3.0,1.0,1.0,1.0,3.0,5.0,4,3.0,4,5.0,4,4.0,2,3,4,3,4.0,5,4.0,1,3.0,4,3.0,3,5,5,5.0,5,5.0,5,5.0,5,5,5,5
15137,,Mixed Race,56,1,1,1,1,US,,,,,,1.0,3,2.0,3,2.0,2,1.0,2,1.0,2.0,4,1.0,2,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3,4.0,4,3.0,4,4.0,3,2,2,4,3.0,5,2.0,3,4.0,4,3.0,4,4,4,2.0,3,2.0,4,2.0,4,4,4,3
15138,,Caucasian (European),27,1,0,1,5,CA,,,,,,5.0,5,5.0,5,5.0,5,3.0,5,3.0,4.0,3,3.0,4,5.0,5.0,3.0,3.0,3.0,2.0,5.0,5,4.0,5,5.0,5,5.0,5,5,5,4,4.0,5,5.0,4,5.0,5,5.0,5,5,4,3.0,4,5.0,4,5.0,5,2,4,5
15139,,Mixed Race,13,0,0,0,1,US,,,,,,3.0,3,4.0,4,4.0,1,2.0,3,1.0,2.0,3,2.0,4,1.0,2.0,1.0,3.0,1.0,2.0,4.0,4,2.0,4,5.0,4,3.0,4,5,5,5,1.0,5,3.0,3,1.0,5,3.0,5,5,3,2.0,4,3.0,4,4.0,3,4,4,3
15140,,Mixed Race,16,1,0,1,1,US,,,,,,2.0,1,1.0,2,1.0,1,1.0,1,2.0,2.0,3,2.0,1,5.0,4.0,3.0,4.0,4.0,1.0,2.0,3,3.0,2,2.0,1,2.0,4,2,3,2,2.0,3,3.0,2,2.0,2,3.0,2,4,5,5.0,5,1.0,4,5.0,4,5,5,5
15141,,Caucasian (European),19,1,0,0,1,CA,,,,,,4.0,3,2.0,1,5.0,2,2.0,1,5.0,4.0,4,2.0,1,4.0,4.0,5.0,4.0,2.0,2.0,3.0,5,3.0,5,5.0,3,5.0,2,5,4,1,1.0,5,4.0,1,1.0,1,2.0,1,3,4,5.0,3,5.0,2,3.0,5,3,5,4
15142,,Caucasian (European),16,1,1,1,1,US,,,,,,3.0,3,3.0,2,2.0,1,2.0,2,2.0,3.0,3,2.0,2,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4,3.0,3,3.0,3,2.0,3,1,2,2,1.0,4,2.0,1,2.0,4,2.0,1,4,3,4.0,3,5.0,3,4.0,3,3,4,4
15143,,Mixed Race,21,1,0,1,1,US,,,,,,4.0,5,3.0,3,3.0,5,1.0,1,1.0,5.0,5,4.0,2,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5,3.0,4,4.0,4,5.0,4,5,5,4,3.0,5,5.0,1,1.0,4,3.0,5,3,1,5.0,4,5.0,3,3.0,5,1,3,3
15144,,Caucasian (European),18,1,1,1,1,US,,,,,,3.0,3,3.0,2,4.0,2,3.0,2,2.0,5.0,5,5.0,4,5.0,3.0,4.0,4.0,3.0,5.0,1.0,1,2.0,1,1.0,1,1.0,1,1,2,3,4.0,5,4.0,1,3.0,3,2.0,2,3,5,5.0,5,4.0,5,5.0,5,5,4,5
15145,,Caucasian (Indian),22,0,0,1,1,IN,,,,,,4.0,2,2.0,4,5.0,4,5.0,5,3.0,1.0,4,1.0,3,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5,2.0,3,5.0,4,4.0,4,4,4,2,2.0,4,4.0,3,5.0,3,3.0,3,3,3,2.0,5,4.0,3,5.0,5,5,3,4
15146,,Mixed Race,24,0,0,1,1,IN,,,,,,4.0,1,4.0,2,3.0,4,1.0,4,3.0,3.0,3,3.0,3,3.0,3.0,1.0,1.0,2.0,3.0,5.0,1,5.0,5,4.0,5,2.0,4,4,5,3,3.0,3,3.0,3,3.0,3,3.0,3,3,3,4.0,5,4.0,4,5.0,5,3,2,4
15147,,Mixed Race,31,0,0,1,5,AU,,,,,,3.0,3,1.0,3,2.0,1,1.0,1,1.0,1.0,2,1.0,2,3.0,3.0,2.0,2.0,3.0,3.0,5.0,4,5.0,5,5.0,4,5.0,5,4,5,3,2.0,3,3.0,2,2.0,2,4.0,1,2,5,5.0,5,5.0,4,4.0,5,4,4,4
15148,,Caucasian (Indian),22,1,0,1,1,TT,,,,,,4.0,1,4.0,5,4.0,2,2.0,2,5.0,5.0,4,4.0,4,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5,2.0,1,2.0,2,4.0,4,1,2,2,2.0,4,2.0,1,2.0,4,4.0,2,4,4,5.0,5,4.0,4,5.0,5,4,4,4
15149,,Mixed Race,42,1,0,1,1,US,,,,,,5.0,5,4.0,5,5.0,5,3.0,5,5.0,4.0,3,4.0,4,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5,4.0,5,5.0,3,5.0,4,5,5,4,5.0,4,5.0,4,5.0,5,3.0,4,4,3,3.0,2,2.0,4,3.0,4,1,3,3
15150,,Mixed Race,28,0,0,1,2,PH,,,,,,4.0,4,3.0,4,3.0,1,2.0,4,1.0,2.0,4,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4,4.0,4,4.0,4,5.0,4,4,4,3,1.0,3,2.0,1,1.0,3,4.0,3,3,4,4.0,4,4.0,3,5.0,4,4,5,4
15151,,Caucasian (European),36,1,0,1,1,US,,,,,,1.0,2,2.0,3,3.0,2,2.0,2,1.0,4.0,4,3.0,4,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2,5.0,4,3.0,4,2.0,3,2,3,3,2.0,4,3.0,1,2.0,2,2.0,1,3,4,5.0,4,4.0,3,4.0,4,4,4,4
15152,,Mixed Race,28,1,0,0,1,CA,,,,,,3.0,2,2.0,2,5.0,1,1.0,1,2.0,1.0,1,1.0,1,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3,4.0,5,4.0,5,4.0,5,5,3,2,4.0,4,3.0,3,4.0,3,3.0,3,3,5,5.0,5,4.0,4,5.0,4,4,5,5
15153,,Mixed Race,13,0,1,1,1,CA,,,,,,5.0,5,5.0,5,5.0,5,5.0,5,5.0,4.0,5,1.0,4,5.0,5.0,5.0,4.0,4.0,1.0,5.0,5,4.0,5,5.0,5,5.0,5,5,5,4,5.0,5,4.0,5,1.0,5,5.0,4,5,5,5.0,3,5.0,5,4.0,5,5,5,5
15154,,Caucasian (European),57,1,0,1,1,US,,,,,,2.0,2,2.0,4,4.0,3,4.0,1,2.0,2.0,2,2.0,3,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4,3.0,5,4.0,5,4.0,4,5,4,3,3.0,4,2.0,2,2.0,4,2.0,2,4,4,5.0,5,5.0,5,5.0,4,4,4,4
15155,,Caucasian (European),25,1,1,1,1,CA,,,,,,5.0,3,3.0,2,5.0,1,4.0,4,2.0,1.0,2,1.0,1,3.0,1.0,3.0,3.0,1.0,1.0,5.0,4,1.0,4,4.0,5,4.0,5,4,5,3,4.0,5,2.0,2,4.0,4,2.0,2,4,3,5.0,5,5.0,4,5.0,5,3,5,5
15156,,Mixed Race,21,1,0,0,1,US,,,,,,3.0,3,4.0,3,1.0,4,3.0,2,1.0,1.0,3,1.0,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3,3.0,4,1.0,5,5.0,4,2,3,4,4.0,4,5.0,3,3.0,5,4.0,5,3,1,5.0,2,5.0,4,2.0,4,1,5,2
15157,,Caucasian (Indian),62,0,1,1,1,IN,,,,,,5.0,5,5.0,5,5.0,5,5.0,5,4.0,4.0,5,5.0,5,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5,4.0,2,3.0,3,4.0,3,3,3,5,5.0,4,4.0,3,5.0,4,4.0,4,3,4,5.0,5,5.0,5,5.0,4,4,5,5
15158,,Mixed Race,18,0,0,1,1,MY,,,,,,4.0,5,3.0,5,1.0,5,4.0,3,4.0,1.0,4,2.0,4,2.0,2.0,2.0,3.0,2.0,3.0,1.0,5,3.0,5,4.0,4,4.0,4,4,4,3,3.0,4,2.0,1,2.0,4,3.0,2,3,3,4.0,2,4.0,2,4.0,3,1,4,4
15159,,Caucasian (European),27,0,1,1,1,BR,,,,,,1.0,1,1.0,2,4.0,1,4.0,4,1.0,2.0,2,2.0,4,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3,2.0,3,3.0,3,3.0,3,3,2,2,2.0,5,3.0,2,5.0,3,3.0,4,3,5,5.0,5,5.0,5,5.0,5,5,5,5
15160,,Caucasian (European),19,1,0,1,1,NZ,,,,,,4.0,4,2.0,5,2.0,2,2.0,4,4.0,1.0,2,1.0,3,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5,4.0,5,5.0,5,4.0,4,5,4,2,1.0,3,3.0,2,1.0,4,2.0,2,3,3,4.0,5,4.0,4,1.0,4,4,4,4
15161,,Caucasian (European),17,1,1,0,1,US,,,,,,3.0,3,1.0,3,2.0,1,2.0,5,1.0,5.0,5,3.0,5,3.0,5.0,5.0,5.0,5.0,5.0,1.0,4,2.0,2,5.0,3,2.0,1,2,5,4,3.0,4,5.0,3,4.0,5,3.0,5,5,4,3.0,5,5.0,4,5.0,5,4,5,3
15162,,Mixed Race,18,1,3,1,2,US,,,,,,2.0,4,2.0,2,2.0,1,2.0,2,2.0,3.0,3,3.0,1,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3,5.0,3,2.0,2,2.0,4,1,4,2,3.0,4,2.0,2,2.0,3,2.0,4,3,4,5.0,5,5.0,3,4.0,5,4,5,4
15163,,Caucasian (European),31,1,0,0,2,US,,,,,,4.0,4,2.0,4,4.0,5,2.0,3,3.0,2.0,2,2.0,2,2.0,4.0,3.0,4.0,5.0,1.0,4.0,4,5.0,5,4.0,5,4.0,5,5,4,3,3.0,5,3.0,2,4.0,3,4.0,2,4,5,5.0,2,5.0,4,3.0,2,5,5,4
15164,,Caucasian (European),33,1,1,1,2,US,,,,,,4.0,4,3.0,2,4.0,1,2.0,5,2.0,3.0,4,3.0,2,3.0,2.0,2.0,2.0,3.0,3.0,5.0,4,5.0,4,3.0,5,4.0,5,5,5,3,2.0,2,3.0,2,2.0,4,2.0,2,5,4,3.0,4,5.0,4,5.0,4,4,5,5
15165,,Caucasian (European),22,1,0,1,1,US,,,,,,2.0,3,3.0,4,3.0,4,2.0,2,2.0,2.0,3,2.0,2,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,1.0,3,4.0,2,2.0,4,3,3,4,3.0,5,4.0,4,2.0,5,3.0,3,4,4,4.0,5,4.0,5,5.0,5,4,4,4
15166,,Caucasian (European),28,1,0,1,1,US,,,,,,4.0,4,4.0,3,4.0,3,3.0,5,1.0,2.0,3,2.0,2,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4,3.0,3,3.0,3,4.0,2,5,5,3,3.0,4,3.0,3,4.0,4,3.0,5,5,3,5.0,3,4.0,3,3.0,5,3,5,5
15167,,Mixed Race,20,0,0,1,1,PH,,,,,,2.0,4,2.0,2,2.0,1,2.0,2,1.0,2.0,3,1.0,2,1.0,4.0,1.0,1.0,1.0,2.0,5.0,5,4.0,5,4.0,3,3.0,4,5,2,5,4.0,4,3.0,3,3.0,4,3.0,4,3,3,3.0,4,3.0,4,4.0,4,2,3,4
15168,,Mixed Race,62,1,1,1,2,US,,,,,,5.0,5,4.0,4,3.0,4,3.0,3,4.0,5.0,4,2.0,3,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5,5.0,4,5.0,5,5,5,3,5.0,4,5.0,5,3.0,2,5.0,4,3,4,3.0,5,3.0,4,5.0,4,2,4,4
15169,,Caucasian (European),17,0,1,1,1,CA,,,,,,5.0,5,5.0,4,5.0,5,5.0,5,4.0,3.0,3,2.0,2,2.0,2.0,5.0,5.0,2.0,4.0,3.0,4,1.0,2,3.0,1,4.0,2,3,4,4,3.0,4,4.0,2,3.0,3,3.0,3,4,4,5.0,4,5.0,3,5.0,5,4,4,5
15170,,Caucasian (European),66,1,0,1,1,CA,,,,,,4.0,3,3.0,3,3.0,3,3.0,2,3.0,4.0,3,3.0,3,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5,4.0,4,4.0,3,4.0,4,3,4,4,5.0,4,4.0,3,4.0,5,4.0,3,3,5,4.0,3,5.0,3,3.0,3,4,4,3
15171,,Mixed Race,25,0,0,1,1,IN,,,,,,4.0,4,1.0,5,2.0,4,4.0,4,4.0,2.0,4,4.0,4,5.0,5.0,4.0,2.0,5.0,2.0,1.0,2,5.0,5,4.0,5,2.0,4,4,5,5,2.0,5,1.0,3,4.0,5,5.0,5,5,4,4.0,5,4.0,5,5.0,5,1,4,5
15172,,Caucasian (European),14,1,0,1,1,US,,,,,,3.0,4,4.0,4,4.0,3,3.0,3,4.0,4.0,2,3.0,3,4.0,5.0,3.0,3.0,4.0,3.0,4.0,5,3.0,3,4.0,1,4.0,4,4,3,3,3.0,4,4.0,1,3.0,3,3.0,2,4,4,4.0,4,4.0,2,5.0,4,4,4,4
15173,,Caucasian (Indian),23,0,0,1,1,IN,,,,,,2.0,4,1.0,4,2.0,2,5.0,5,1.0,1.0,4,1.0,1,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4,2.0,4,3.0,5,1.0,4,4,4,1,5.0,3,3.0,2,5.0,4,5.0,4,4,3,3.0,5,3.0,4,4.0,4,2,2,3
15174,,Caucasian (European),19,1,3,1,1,US,,,,,,2.0,1,2.0,2,4.0,1,1.0,2,1.0,4.0,3,2.0,1,5.0,2.0,2.0,2.0,1.0,1.0,4.0,4,1.0,4,1.0,2,4.0,2,4,1,1,2.0,3,1.0,1,2.0,1,1.0,1,2,5,5.0,4,5.0,2,4.0,5,5,4,3
15175,,Caucasian (European),13,1,0,1,1,AU,,,,,,1.0,1,1.0,1,1.0,1,1.0,1,1.0,3.0,3,4.0,2,3.0,4.0,1.0,4.0,1.0,2.0,3.0,1,5.0,5,4.0,3,1.0,5,3,5,1,4.0,3,2.0,3,3.0,2,3.0,1,3,2,3.0,2,3.0,1,3.0,2,2,3,2
15176,,Caucasian (European),30,1,1,1,1,US,,,,,,4.0,3,4.0,5,5.0,4,1.0,2,1.0,2.0,1,1.0,3,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4,3.0,3,4.0,1,4.0,2,3,4,4,3.0,5,5.0,4,5.0,4,4.0,4,5,5,5.0,5,5.0,4,5.0,5,5,5,5
15177,,Mixed Race,16,0,0,0,1,PH,,,,,,5.0,4,3.0,4,1.0,4,4.0,3,4.0,3.0,4,2.0,4,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3,3.0,3,4.0,3,5.0,3,4,3,2,3.0,3,4.0,2,3.0,2,4.0,3,2,3,3.0,5,3.0,2,2.0,3,1,3,2
15178,,Caucasian (Indian),41,1,0,1,1,US,,,,,,3.0,5,4.0,5,4.0,4,2.0,4,3.0,5.0,4,3.0,4,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5,5.0,5,5.0,5,5.0,5,5,5,3,4.0,3,4.0,4,4.0,4,5.0,4,4,4,5.0,5,4.0,3,5.0,5,4,5,4
15179,,Mixed Race,33,0,1,1,1,,,,,,,1.0,3,1.0,1,4.0,1,2.0,1,1.0,4.0,3,2.0,3,5.0,3.0,2.0,5.0,3.0,3.0,5.0,4,5.0,5,1.0,5,5.0,5,5,5,2,3.0,5,5.0,5,5.0,1,3.0,5,5,2,3.0,3,4.0,3,4.0,2,1,5,3
15180,,Caucasian (European),25,1,1,1,1,US,,,,,,5.0,3,1.0,1,3.0,1,1.0,3,2.0,5.0,5,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,2.0,1,1.0,1,5.0,1,1,3,4,5.0,3,5.0,2,5.0,5,3.0,4,3,5,4.0,2,3.0,5,3.0,5,3,1,3
15181,,Caucasian (European),20,1,0,0,1,US,,,,,,3.0,3,3.0,3,3.0,2,3.0,2,3.0,3.0,4,2.0,2,1.0,3.0,3.0,4.0,2.0,3.0,5.0,4,5.0,5,5.0,5,4.0,4,5,5,4,2.0,4,3.0,3,4.0,4,3.0,3,4,4,4.0,5,4.0,5,4.0,4,3,5,4
15182,,Native American,15,0,0,1,1,US,,,,,,3.0,2,3.0,2,4.0,4,2.0,3,1.0,4.0,4,3.0,2,3.0,3.0,3.0,5.0,3.0,4.0,5.0,5,4.0,4,5.0,3,5.0,2,5,4,2,4.0,4,4.0,3,3.0,4,3.0,2,3,3,2.0,5,4.0,4,5.0,4,2,3,4
15183,,Mixed Race,18,1,0,1,2,US,,,,,,5.0,4,5.0,5,4.0,4,5.0,5,5.0,1.0,2,2.0,3,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5,3.0,5,4.0,5,4.0,3,4,2,2,3.0,2,2.0,3,2.0,4,4.0,2,2,1,2.0,3,4.0,3,3.0,2,1,2,3
15184,,Caucasian (Indian),26,0,0,0,1,IN,,,,,,5.0,5,1.0,5,3.0,5,1.0,1,1.0,1.0,2,1.0,1,1.0,1.0,5.0,1.0,1.0,1.0,2.0,5,3.0,5,5.0,5,2.0,5,5,5,1,5.0,5,2.0,2,1.0,5,3.0,4,5,5,1.0,5,5.0,5,5.0,5,5,5,1
15185,,Caucasian (Indian),25,0,0,1,1,IN,,,,,,3.0,3,3.0,3,2.0,1,1.0,4,3.0,1.0,4,1.0,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5,5.0,5,5.0,5,5.0,4,5,4,3,3.0,3,3.0,3,1.0,5,3.0,1,1,4,1.0,3,3.0,3,3.0,5,5,5,1
15186,,Mixed Race,64,0,1,1,1,IT,,,,,,2.0,2,1.0,1,4.0,1,1.0,1,1.0,4.0,4,1.0,2,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5,5.0,4,1.0,5,5.0,4,5,5,1,2.0,3,5.0,2,5.0,4,5.0,4,4,3,2.0,2,1.0,1,2.0,3,4,5,2
15187,,Caucasian (European),57,1,1,1,1,US,,,,,,4.0,3,4.0,2,4.0,2,2.0,2,2.0,5.0,5,5.0,5,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3,4.0,3,3.0,3,4.0,3,3,2,3,2.0,4,3.0,2,2.0,3,4.0,2,3,3,2.0,4,2.0,3,4.0,3,2,3,3
15188,,Caucasian (European),17,0,0,1,1,US,,,,,,5.0,4,5.0,3,5.0,3,3.0,5,2.0,2.0,1,1.0,1,2.0,2.0,1.0,1.0,4.0,1.0,5.0,5,2.0,1,4.0,1,4.0,4,2,3,4,5.0,4,4.0,2,4.0,5,3.0,4,4,2,3.0,2,3.0,5,3.0,5,3,5,5
15189,,Caucasian (Indian),32,0,1,1,1,IN,,,,,,1.0,3,1.0,2,2.0,2,1.0,2,2.0,2.0,2,2.0,1,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4,3.0,3,5.0,4,3.0,4,4,2,4,4.0,4,3.0,3,3.0,4,3.0,4,4,4,4.0,4,4.0,4,4.0,4,4,4,4
15190,,Caucasian (European),46,1,0,1,1,CA,,,,,,3.0,2,3.0,2,4.0,2,3.0,3,1.0,5.0,2,4.0,4,4.0,4.0,4.0,5.0,2.0,5.0,2.0,2,4.0,2,2.0,3,2.0,3,2,2,5,2.0,5,5.0,3,4.0,4,5.0,4,5,5,5.0,5,5.0,4,5.0,5,5,4,5
15191,,Caucasian (North African),79,1,0,1,1,US,,,,,,4.0,3,3.0,5,5.0,1,3.0,2,4.0,2.0,3,2.0,3,3.0,2.0,2.0,2.0,2.0,4.0,5.0,4,5.0,5,5.0,5,5.0,4,5,5,4,5.0,5,5.0,4,5.0,5,5.0,2,5,3,2.0,5,4.0,5,5.0,3,2,5,5
15192,,Caucasian (European),20,0,0,1,2,US,,,,,,4.0,4,4.0,4,4.0,3,4.0,4,2.0,3.0,3,3.0,2,2.0,3.0,2.0,2.0,3.0,3.0,5.0,5,3.0,5,4.0,5,5.0,4,5,5,2,1.0,2,2.0,1,2.0,2,2.0,1,2,5,3.0,5,4.0,4,5.0,5,5,5,4
15193,,Caucasian (European),32,1,0,1,1,US,,,,,,2.0,1,1.0,2,4.0,1,5.0,1,2.0,1.0,3,1.0,3,1.0,3.0,5.0,5.0,3.0,3.0,5.0,5,3.0,5,3.0,4,3.0,5,5,5,3,1.0,5,3.0,1,1.0,4,3.0,3,1,4,5.0,5,5.0,4,5.0,5,4,5,4
15194,,Caucasian (European),28,1,1,1,1,AU,,,,,,4.0,1,2.0,1,3.0,3,3.0,2,1.0,3.0,3,1.0,2,3.0,4.0,2.0,2.0,2.0,2.0,5.0,3,2.0,5,1.0,4,3.0,2,4,1,3,1.0,4,2.0,1,2.0,4,4.0,1,3,4,2.0,5,3.0,3,2.0,4,4,4,5
15195,,Mixed Race,16,0,0,1,1,RO,,,,,,5.0,4,4.0,3,5.0,3,3.0,4,1.0,2.0,3,2.0,3,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4,3.0,3,4.0,3,4.0,3,3,3,2,3.0,5,4.0,3,3.0,4,3.0,3,3,3,4.0,4,4.0,3,5.0,4,2,4,3
15196,,Caucasian (Indian),21,0,0,1,1,PK,,,,,,3.0,4,3.0,4,2.0,3,3.0,4,1.0,3.0,5,2.0,3,3.0,3.0,2.0,3.0,3.0,4.0,2.0,5,3.0,5,4.0,5,4.0,4,5,5,5,2.0,5,3.0,4,3.0,4,2.0,4,4,4,2.0,5,2.0,4,4.0,4,3,4,4
15197,,Mixed Race,22,0,1,1,2,PK,,,,,,2.0,4,4.0,4,3.0,2,5.0,1,2.0,4.0,3,4.0,2,4.0,5.0,3.0,2.0,5.0,4.0,3.0,4,4.0,3,3.0,2,4.0,3,1,3,2,2.0,4,3.0,3,4.0,4,5.0,4,4,3,4.0,3,4.0,3,5.0,4,2,2,4
15198,,Caucasian (Indian),21,0,0,1,1,IN,,,,,,5.0,4,4.0,4,4.0,5,4.0,5,5.0,2.0,3,2.0,3,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5,4.0,4,4.0,5,5.0,4,1,4,4,2.0,4,2.0,2,1.0,5,3.0,4,4,4,4.0,4,4.0,5,5.0,4,4,4,5
15199,,Caucasian (European),30,1,0,1,1,ZA,,,,,,5.0,5,4.0,5,5.0,5,5.0,5,3.0,3.0,1,1.0,3,3.0,3.0,3.0,1.0,4.0,3.0,4.0,5,4.0,2,4.0,5,5.0,3,5,5,3,5.0,3,3.0,5,3.0,5,3.0,3,3,3,3.0,5,3.0,4,3.0,5,3,3,5
